Anio,Trimestre,Empresa,NombreCorto,NombreLargo,SIC, NAICS , Activos , Inventarios , PasivoCirc , PasivoLP , PPE , CPP , Efectivo , GC , CBV , UOAD , Ventas , IGR , Deuda , CPC , GO , GVGA , Precio_Accion , mkt_capital , No_Acciones , growth_Activos , q_1 , q_2 , q_3 , q_4 , q_5 
2007,2,"DERMET DE MEXICO, S.A. B. DE C.V.",DERMET,DERMET MEXICO,5160," 4,246.00 "," 1,384.89 ", 397.04 , 935.77 , 9.20 , 269.05 , 509.72 , 19.97 ,,,,,, 9.20 , 461.26 ,,,,,,-0.98 ,-0.01 ,-0.68 ,-0.03 ,-3.51 ,-1.06 
2007,3,"DERMET DE MEXICO, S.A. B. DE C.V.",DERMET,DERMET MEXICO,5160," 4,246.00 "," 1,379.98 ", 370.58 , 938.83 , 8.00 , 275.63 , 478.43 , 36.01 ,, 543.47 , 3.64 , 622.80 , 12.35 , 8.00 , 483.52 , 619.16 , 75.69 ,,,,-0.00 ,-0.01 ,-0.69 ,-0.03 ,-3.44 ,-1.04 
2007,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 20,508.41 "," 10,185.09 "," 6,398.67 "," 3,330.18 ", 868.81 ," 5,583.15 "," 2,083.64 ",,,,,," 3,330.18 "," 5,582.10 ",,,,,, 13.86 ,-0.16 ,-0.47 ,-3.83 ,-11.20 ,-3.92 
2007,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 20,199.50 "," 9,310.66 "," 5,241.98 "," 3,283.66 ", 972.11 ," 4,080.61 "," 2,103.07 ",," 2,692.74 ", 876.37 ," 4,024.95 ", 169.29 ," 3,283.66 "," 6,045.37 "," 3,148.58 ", 455.83 ,,,,-0.02 ,-0.16 ,-0.42 ,-3.38 ,-8.77 ,-3.18 
2007,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 24,289.64 "," 11,432.33 "," 7,945.80 "," 3,466.04 "," 1,152.64 "," 7,125.04 "," 2,362.92 ",," 3,812.97 "," 1,232.80 "," 5,706.77 ", 149.47 ," 3,466.04 "," 7,523.98 "," 4,473.96 ", 661.00 ,,,, 0.20 ,-0.14 ,-0.47 ,-3.01 ,-9.90 ,-3.38 
2008,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 24,877.01 "," 11,858.73 "," 8,182.30 "," 3,198.66 "," 1,159.69 "," 6,981.79 "," 2,366.82 ",," 2,385.97 ", 702.36 ," 3,481.37 ", 63.29 ," 3,198.66 "," 7,888.90 "," 2,779.00 ", 393.03 ,,,, 0.02 ,-0.13 ,-0.46 ,-2.76 ,-9.81 ,-3.29 
2008,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 26,778.09 "," 12,181.75 "," 8,304.41 "," 3,923.50 "," 1,238.87 "," 6,804.81 "," 2,180.31 ",," 2,962.25 ", 926.87 ," 4,381.08 ", 79.62 ," 3,923.50 "," 9,581.82 "," 3,454.21 ", 491.97 ,,,, 0.08 ,-0.15 ,-0.46 ,-3.17 ,-9.87 ,-3.41 
2008,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 27,338.52 "," 12,080.45 "," 7,029.53 "," 5,262.96 "," 1,302.54 "," 5,845.14 "," 1,483.56 ", 189.12 ," 3,320.42 ", 845.26 ," 4,723.11 ", 28.40 ," 5,262.96 "," 10,941.10 "," 3,877.85 ", 557.42 ,,,, 0.02 ,-0.19 ,-0.45 ,-4.04 ,-9.44 ,-3.53 
2008,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 30,533.12 "," 14,309.60 "," 8,912.38 "," 6,304.76 "," 1,423.26 "," 6,586.15 "," 1,268.19 ",," 4,774.35 ", 566.18 ," 6,264.94 ",-35.64 ," 6,304.76 "," 11,946.47 "," 5,698.76 ", 924.41 ,,,, 0.12 ,-0.21 ,-0.50 ,-4.43 ,-10.69 ,-3.96 
2009,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 30,903.36 "," 14,757.99 "," 8,966.73 "," 6,482.36 "," 1,312.63 "," 5,953.34 "," 1,197.69 ", 1.96 ," 2,814.56 ", 476.89 ," 3,769.21 ", 33.86 ," 6,482.36 "," 11,975.61 "," 3,292.32 ", 477.76 ,,,, 0.01 ,-0.21 ,-0.50 ,-4.94 ,-11.77 ,-4.35 
2009,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 31,308.08 "," 14,840.48 "," 8,391.40 "," 6,512.93 "," 1,239.34 "," 5,646.96 "," 1,517.48 ",," 3,275.47 ", 876.28 ," 4,726.84 ", 52.16 ," 6,512.93 "," 12,110.12 "," 3,850.55 ", 575.08 ,,,, 0.01 ,-0.21 ,-0.48 ,-5.26 ,-12.03 ,-4.49 
2009,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 32,335.08 "," 14,758.83 "," 8,493.22 "," 6,252.76 "," 1,184.02 "," 4,449.96 "," 2,063.36 ",," 3,658.15 ", 825.20 ," 5,110.78 ", 195.18 ," 6,252.75 "," 12,856.78 "," 4,285.58 ", 627.43 ,,,, 0.03 ,-0.19 ,-0.46 ,-5.28 ,-12.45 ,-4.60 
2009,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 34,196.79 "," 15,206.24 "," 7,083.99 "," 8,836.07 "," 1,126.57 "," 3,908.40 "," 3,251.42 ",," 3,887.15 "," 1,176.35 "," 5,811.52 ",-124.35 ," 8,836.07 "," 13,032.24 "," 4,635.17 ", 748.01 ,,,, 0.06 ,-0.26 ,-0.47 ,-7.84 ,-14.13 ,-5.67 
2010,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 31,152.20 "," 24,460.04 "," 6,940.25 "," 9,888.21 "," 1,074.86 "," 4,095.72 "," 2,827.09 ", 52.51 ," 2,808.84 ", 305.74 ," 3,593.45 ", 34.43 ," 9,888.21 ", 817.04 ," 3,287.70 ", 478.86 ,,,,-0.09 ,-0.32 ,-0.54 ,-9.20 ,-15.66 ,-6.43 
2010,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 31,817.88 "," 24,759.57 "," 6,908.39 "," 10,150.38 "," 1,044.82 "," 3,799.74 "," 3,025.41 ", 64.48 ," 3,339.90 ", 793.57 ," 4,826.16 ", 109.41 ," 10,150.38 "," 1,110.52 "," 4,032.59 ", 692.69 ,,,, 0.02 ,-0.32 ,-0.54 ,-9.72 ,-16.33 ,-6.72 
2010,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 34,207.92 "," 26,455.73 "," 7,953.61 "," 10,598.55 "," 1,120.82 "," 3,759.97 "," 3,292.08 ", 100.43 ," 3,461.89 ", 938.46 ," 5,168.02 ", 162.63 ," 10,598.55 "," 1,118.20 "," 4,229.56 ", 767.68 ,,,, 0.08 ,-0.31 ,-0.54 ,-9.46 ,-16.55 ,-6.72 
2010,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 35,818.31 "," 27,475.99 "," 9,124.25 "," 11,018.48 ", 982.69 ," 4,840.56 "," 3,435.22 ", 45.80 ," 4,197.07 ", 860.98 ," 6,101.47 ", 85.30 ," 11,018.48 "," 1,999.94 "," 5,240.48 "," 1,043.42 ",,,, 0.05 ,-0.31 ,-0.56 ,-11.21 ,-20.50 ,-8.15 
2011,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 37,305.74 "," 28,977.91 "," 8,956.73 "," 10,680.14 ", 934.63 ," 4,269.08 "," 3,351.71 ", 11.14 ," 2,928.65 ", 554.61 ," 4,098.43 ", 88.36 ," 10,680.14 "," 1,814.29 "," 3,543.81 ", 615.16 ,,,, 0.04 ,-0.29 ,-0.53 ,-11.43 ,-21.01 ,-8.31 
2011,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 38,273.96 "," 29,422.57 "," 9,899.24 "," 10,573.88 ", 889.58 ," 4,480.41 "," 3,800.41 ", 11.98 ," 3,792.19 ", 930.90 ," 5,489.61 ", 179.57 ," 10,573.88 "," 1,879.00 "," 4,558.70 ", 766.51 ,,,, 0.03 ,-0.28 ,-0.53 ,-11.89 ,-23.01 ,-8.93 
2011,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 39,591.05 "," 31,208.07 "," 10,630.39 "," 10,998.28 ", 859.50 ," 4,670.39 "," 3,314.84 ", 63.58 ," 4,308.45 ", 697.14 ," 5,699.10 ", 96.86 ," 10,998.28 "," 1,926.53 "," 5,001.96 ", 693.51 ,,,, 0.03 ,-0.28 ,-0.55 ,-12.80 ,-25.16 ,-9.70 
2011,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 40,310.96 "," 31,370.42 "," 10,351.13 "," 11,723.14 ", 786.14 ," 4,002.07 "," 3,917.06 ",-48.16 ," 5,070.17 ", 654.41 ," 6,430.17 ", 7.96 ," 11,723.14 "," 1,977.49 "," 5,775.76 ", 705.59 ,,,, 0.02 ,-0.29 ,-0.55 ,-14.91 ,-28.08 ,-10.96 
2012,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 45,228.81 "," 30,705.36 "," 11,453.65 "," 19,459.53 "," 1,297.43 "," 4,768.95 "," 5,619.87 ", 19.81 ," 4,218.81 "," 1,022.49 "," 5,887.73 ", 225.43 ," 13,871.25 "," 2,151.66 "," 4,865.24 ", 646.43 ,,,, 0.12 ,-0.31 ,-0.68 ,-10.69 ,-23.83 ,-8.88 
2012,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 49,718.56 "," 32,487.09 "," 12,819.24 "," 22,289.98 "," 1,228.80 "," 6,715.07 "," 3,957.78 ", 15.77 ," 5,182.46 "," 1,296.77 "," 7,172.47 ", 247.62 ," 17,765.01 "," 3,473.19 "," 5,875.71 ", 693.25 ,,,, 0.10 ,-0.36 ,-0.71 ,-14.46 ,-28.57 ,-11.02 
2012,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 52,125.05 "," 32,546.54 "," 12,426.55 "," 24,680.84 "," 1,224.76 "," 6,656.24 "," 3,985.35 ", 49.70 ," 5,608.91 "," 1,063.80 "," 7,487.45 ", 197.08 ," 19,304.37 "," 4,513.20 "," 6,423.65 ", 814.74 ,,,, 0.05 ,-0.37 ,-0.71 ,-15.76 ,-30.30 ,-11.79 
2012,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 50,189.37 "," 33,321.37 "," 12,664.21 "," 22,733.30 "," 1,139.16 "," 4,761.65 "," 2,321.78 ",-7.43 ," 7,473.30 ",-180.44 ," 7,977.95 ",-87.40 ," 17,751.79 "," 6,385.90 "," 8,158.39 ", 685.09 ,,,,-0.04 ,-0.35 ,-0.71 ,-15.58 ,-31.07 ,-11.93 
2013,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 52,193.18 "," 36,489.26 "," 15,052.26 "," 22,370.11 "," 1,104.13 "," 4,723.88 ", 322.67 , 5.79 ," 2,639.36 ", 203.91 ," 3,330.52 ", 138.24 ," 16,784.96 "," 6,413.78 "," 3,126.61 ", 487.25 ,,,, 0.04 ,-0.32 ,-0.72 ,-15.20 ,-33.89 ,-12.53 
2013,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 41,476.45 "," 31,088.90 "," 35,607.56 ", 537.53 ," 1,068.48 "," 6,370.53 ", 147.13 ,-4.98 ," 10,754.25 ","-11,084.11 "," 1,114.34 ", 107.75 , -   ," 5,000.96 "," 12,198.45 "," 1,444.20 ",,,,-0.21 , -   ,-0.87 , -   ,-33.83 ,-8.68 
2013,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 33,223.73 "," 27,734.56 "," 35,120.29 ","-2,812.30 ", 570.84 ," 6,693.24 ", 164.46 ,-0.82 ," 4,244.07 ","-8,331.17 ", 102.97 , 56.81 , -   ," 2,607.06 "," 8,434.14 "," 4,190.07 ",,,,-0.20 , -   ,-0.97 , -   ,-56.60 ,-14.39 
2013,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 33,223.73 "," 27,734.56 "," 35,120.29 ","-2,812.30 ", 570.84 ," 6,693.24 ", 164.46 , -   , -   , -   , -   , -   , -   ," 2,607.06 ", -   , -   ,,,, -   , -   ,-0.97 , -   ,-56.60 ,-14.39 
2014,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 33,223.73 "," 27,734.56 "," 35,120.29 ","-2,812.30 ", 570.84 ," 6,693.24 ", 164.46 , -   ," 17,637.69 ","-19,211.37 "," 4,547.84 ", 302.80 , -   ," 2,607.06 "," 23,759.21 "," 6,121.52 ",,,, -   , -   ,-0.97 , -   ,-56.60 ,-14.39 
2014,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 33,223.73 "," 27,734.56 "," 35,120.29 ","-2,812.30 ", 570.84 ," 6,693.24 ", 164.46 , -   , -   , -   , -   , -   , -   ," 2,607.06 ", -   , -   ,,,, -   , -   ,-0.97 , -   ,-56.60 ,-14.39 
2014,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 33,223.73 "," 27,734.56 "," 35,120.29 ","-2,812.30 ", 570.84 ," 6,693.24 ", 164.46 , -   , -   , -   , -   , -   , -   ," 2,607.06 ", -   , -   ,,,, -   , -   ,-0.97 , -   ,-56.60 ,-14.39 
2015,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 21,273.41 "," 6,595.01 "," 45,810.90 "," 1,941.87 ", 354.41 ," 11,623.09 ", 73.98 , -   ,"-17,498.32 "," 19,018.41 ","-4,380.57 ", 20.25 , -   ," 1,348.99 ","-23,398.98 ","-5,900.66 ",,,,-0.36 , -   ,-2.24 , -   ,-134.74 ,-34.25 
2015,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 22,189.83 "," 6,615.21 "," 18,408.89 "," 2,057.27 ", 328.34 ," 3,736.09 ", 54.07 , -   , 49.80 ," 4,399.73 ", 65.20 ," 1,127.82 ", -   ," 1,353.26 ","-4,334.53 ","-4,384.34 ",,,, 0.04 , -   ,-0.92 , -   ,-62.33 ,-15.81 
2015,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 14,503.02 "," 6,178.11 "," 18,919.87 ", 611.08 , 240.29 ," 3,681.12 ", 41.56 , -   , 362.11 ," 18,637.21 ", 145.06 ,-59.75 , 607.36 , 56.08 ,"-18,492.15 ","-18,854.26 ",,,,-0.35 ,-0.04 ,-1.35 ,-2.53 ,-81.28 ,-21.30 
2016,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 11,902.76 "," 2,005.40 "," 19,117.84 ", 707.14 , 281.28 , 421.47 , 57.09 , 49.58 , 119.54 ,-208.12 , 147.64 , 125.57 , 703.67 , 67.19 , 355.76 , 236.22 ,,,,-0.18 ,-0.06 ,-1.67 ,-2.50 ,-70.48 ,-18.68 
2016,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 11,377.93 "," 1,999.66 "," 16,146.06 "," 2,564.82 ", 222.95 , 444.80 , 46.50 ,-48.33 , 219.07 , 880.03 , 286.97 , 119.30 ," 2,225.67 ", 120.46 ,-593.06 ,-812.13 ,,,,-0.04 ,-0.20 ,-1.64 ,-9.98 ,-83.92 ,-23.94 
2016,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 10,935.50 "," 1,988.79 "," 16,119.42 "," 2,762.11 ", 179.83 , 465.21 , 73.31 ,-1.51 , 203.65 ,-457.03 , 254.39 , 165.89 ," 2,422.82 ", 100.67 , 711.41 , 507.76 ,,,,-0.04 ,-0.22 ,-1.73 ,-13.47 ,-105.00 ,-30.10 
2016,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 6,955.19 "," 1,755.87 "," 16,827.45 "," 4,642.11 ", 153.57 , 962.28 , 16.72 ,-0.09 , 433.99 ,"-1,575.15 ", 222.80 , 175.09 ," 3,089.10 ", 59.48 ," 1,797.94 "," 1,363.95 ",,,,-0.36 ,-0.44 ,-3.09 ,-20.12 ,-139.80 ,-40.86 
2017,1,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 6,468.82 ", 920.09 ," 10,983.44 "," 3,662.38 ", 148.34 , 505.92 , 28.26 ,-0.08 , 95.29 ,-197.69 , 136.24 , 150.04 ," 2,397.06 ", 98.46 , 333.93 , 238.64 ,,,,-0.07 ,-0.37 ,-2.26 ,-16.16 ,-98.73 ,-29.38 
2017,2,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 6,422.42 "," 1,009.31 "," 10,818.58 "," 3,920.76 ", 142.63 , 517.07 , 4.24 ,-1.02 , 40.56 , 68.71 , 36.81 , 252.42 ," 2,644.02 ", 58.23 ,-31.90 ,-72.46 ,,,,-0.01 ,-0.41 ,-2.29 ,-18.54 ,-103.34 ,-31.15 
2017,3,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 6,659.89 ", 942.11 ," 9,088.86 "," 1,968.44 ", 139.86 , 508.52 , 7.14 ,-0.34 , 78.50 , 224.26 , 98.07 ,-220.17 , 592.19 , 43.86 ,-126.19 ,-204.70 ,,,, 0.04 ,-0.09 ,-1.66 ,-4.23 ,-79.06 ,-21.26 
2017,4,DESARROLLADORA HOMEX S.A.B. DE C.V.,HOMEX,DES. HOMEX,1531," 236,117.00 "," 6,342.28 ", 976.69 ," 8,677.28 "," 1,911.16 ", 140.47 , 396.55 , 39.95 , -   , 107.75 , 298.04 , 151.52 , 46.12 , 436.75 , 82.17 ,-146.51 ,-254.27 ,,,,-0.05 ,-0.07 ,-1.67 ,-3.11 ,-75.38 ,-20.06 
2007,3,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,207.17 "," 2,906.59 ", 287.76 ," 1,092.03 ", 231.47 , 29.91 , 237.44 ,,,,,," 1,092.03 "," 1,073.81 ",,,," 341,306.42 ",,-0.18 ,-0.21 ,-0.26 ,-4.72 ,-5.96 ,-2.79 
2007,4,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,192.17 "," 2,922.74 ", 275.32 ," 1,090.43 ", 235.15 , 36.28 , 301.71 ,, 359.93 , 85.53 , 558.59 , 20.03 ," 1,090.43 ", 874.15 , 473.06 , 113.13 ,," 319,365.66 ",,-0.00 ,-0.21 ,-0.26 ,-4.64 ,-5.81 ,-2.73 
2008,1,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,165.62 "," 2,914.46 ", 294.03 ," 1,042.88 ", 230.03 , 20.66 , 171.63 ,, 180.57 , 25.48 , 279.82 , 16.25 ," 1,042.88 "," 1,063.29 ", 254.34 , 73.77 ,," 380,940.01 ",,-0.01 ,-0.20 ,-0.26 ,-4.53 ,-5.81 ,-2.70 
2008,2,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,230.58 "," 3,010.51 ", 504.08 ," 1,002.70 ", 228.22 , 24.37 , 226.46 ,, 179.21 , 16.88 , 264.66 , 13.80 ," 1,002.70 ", 978.03 , 247.78 , 68.57 ," 6,738.74 "," 346,610.30 ", 51.43549 , 0.01 , 66.07 , 65.98 ," 1,514.39 "," 1,512.19 ", 789.66 
2008,3,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,340.05 "," 3,025.17 ", 460.68 ," 1,167.62 ", 229.61 , 24.79 , 410.24 , 9.31 , 169.90 ,-7.80 , 213.75 , 16.19 ," 1,167.62 ", 859.70 , 221.55 , 51.65 ," 2,236.19 "," 318,080.00 ", 142.24167 , 0.02 , 59.35 , 59.26 ," 1,380.23 "," 1,378.23 ", 719.27 
2008,4,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,950.16 "," 3,601.60 ", 571.89 ," 1,313.06 ", 226.99 , 34.13 , 456.74 ,, 221.01 ,-6.78 , 272.93 , 18.27 ," 1,313.05 ", 929.03 , 279.71 , 58.70 ,," 312,105.37 ",, 0.11 ,-0.22 ,-0.32 ,-5.78 ,-8.30 ,-3.66 
2009,1,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 6,051.57 "," 3,445.86 ", 621.18 ," 1,313.59 ", 383.69 , 32.17 , 474.41 , 162.05 , 159.78 ,-36.59 , 194.69 , 9.53 ," 1,313.59 ", 900.60 , 231.28 , 71.50 ,," 278,628.99 ",, 0.02 ,-0.22 ,-0.32 ,-3.42 ,-5.04 ,-2.25 
2009,2,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,700.17 "," 3,364.57 ", 501.37 ," 1,234.95 ", 365.06 , 31.70 , 446.67 ,, 82.99 ,-61.34 , 87.56 , 9.84 ," 1,234.95 ", 870.20 , 148.90 , 65.91 ,," 327,692.37 ",,-0.06 ,-0.22 ,-0.30 ,-3.38 ,-4.76 ,-2.17 
2009,3,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,680.28 "," 3,414.25 ", 559.41 ," 1,197.20 ", 363.80 , 34.09 , 456.00 ,, 88.26 ,-60.24 , 91.07 , 10.48 ," 1,197.20 ", 638.08 , 151.31 , 63.05 ," 6,865.88 "," 394,048.51 ", 57.39224 ,-0.00 , 69.16 , 69.06 ," 1,079.85 "," 1,078.31 ", 574.09 
2009,4,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,444.43 "," 3,326.10 ", 717.11 ," 1,148.16 ", 396.53 , 31.37 , 524.27 ,, 155.29 ,-79.46 , 180.01 , 8.52 ," 1,148.16 ", 466.07 , 259.48 , 104.18 ," 2,821.86 "," 491,981.95 ", 174.34644 ,-0.04 , 90.15 , 90.02 ," 1,237.84 "," 1,236.03 ", 663.51 
2010,1,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,609.30 "," 3,713.98 "," 1,232.93 "," 1,024.97 ", 379.16 , 27.34 , 403.86 ,, 51.14 ,-41.23 , 75.29 , 8.08 ," 1,024.97 ", 268.96 , 116.52 , 65.37 ," 2,743.76 "," 565,400.54 ", 206.06752 , 0.03 , 100.61 , 100.39 ," 1,488.49 "," 1,485.23 ", 793.68 
2010,2,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,495.10 "," 3,621.78 "," 1,137.12 "," 1,021.50 ", 376.95 , 29.96 , 367.03 ,, 230.23 ,-14.93 , 292.23 , 6.15 ," 1,021.50 ", 199.37 , 307.16 , 76.93 ," 4,856.56 "," 512,661.71 ", 105.56074 ,-0.02 , 93.11 , 92.90 ," 1,357.31 "," 1,354.30 ", 724.40 
2010,3,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,133.47 "," 3,383.92 ", 904.16 , 944.88 , 365.25 , 26.34 , 289.85 , 0.13 , 257.00 ,-29.12 , 298.04 , 7.28 , 944.88 , 191.34 , 327.16 , 70.16 ,," 564,804.54 ",,-0.07 ,-0.18 ,-0.36 ,-2.59 ,-5.06 ,-2.05 
2010,4,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 4,924.96 "," 3,496.18 ", 771.71 , 975.59 , 352.82 , 21.37 , 171.11 , 1.01 , 131.05 ,-51.67 , 155.35 , 6.67 , 975.59 , 154.34 , 207.02 , 75.97 ," 6,644.08 "," 632,649.13 ", 95.21996 ,-0.04 , 128.26 , 128.10 ," 1,790.36 "," 1,788.17 ", 958.72 
2011,1,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 4,773.06 "," 3,399.56 ", 773.11 , 851.81 , 341.81 , 21.88 , 161.16 , -   , 100.26 ,-28.78 , 128.26 , 6.58 , 851.81 , 147.31 , 157.04 , 56.78 ," 6,581.91 "," 635,850.20 ", 96.60570 ,-0.03 , 133.04 , 132.88 ," 1,857.77 "," 1,855.51 ", 994.80 
2011,2,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 4,854.15 "," 3,311.55 ", 529.73 , 868.98 , 334.75 , 18.74 , 385.45 , 0.10 , 113.71 ,-43.32 , 166.76 , 5.35 , 868.98 , 148.10 , 210.08 , 96.38 ," 2,236.19 "," 618,377.30 ", 276.53113 , 0.02 , 127.21 , 127.10 ," 1,844.67 "," 1,843.09 ", 985.52 
2011,3,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,133.27 "," 3,549.72 ", 590.69 , 975.61 , 353.90 , 19.59 , 319.21 , 3.27 , 77.95 ,-50.33 , 80.26 , 6.75 , 975.60 , 182.21 , 130.59 , 52.64 ," 4,317.84 "," 567,948.18 ", 131.53517 , 0.06 , 110.45 , 110.34 ," 1,602.07 "," 1,600.40 ", 855.81 
2011,4,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 5,276.99 "," 3,744.60 ", 672.41 ," 1,009.45 ", 355.30 , 16.00 , 301.84 , 0.14 , 79.32 ,-24.60 , 137.04 , 7.17 ," 1,009.45 ", 131.16 , 161.63 , 82.31 ,," 678,599.45 ",, 0.03 ,-0.19 ,-0.32 ,-2.84 ,-4.73 ,-2.02 
2012,1,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 4,842.49 "," 3,639.60 ", 760.63 , 961.25 , 368.85 , 18.65 , 271.19 , -   , 43.90 ,-57.03 , 53.23 , 7.96 , 931.40 , 427.24 , 110.26 , 66.36 ,," 764,164.79 ",,-0.08 ,-0.19 ,-0.36 ,-2.53 ,-4.67 ,-1.94 
2012,2,DINE S. A. B. DE C. V.,DINE,DINE,1531," 236,117.00 "," 4,954.81 "," 3,818.11 ", 781.38 ," 1,023.95 ", 372.87 , 20.06 , 163.03 , -   , 53.50 ,-55.27 , 58.75 , 7.66 , 992.01 , 452.21 , 114.02 , 60.52 ," 7,097.51 "," 634,437.79 ", 89.38873 , 0.02 , 127.84 , 127.68 ," 1,698.86 "," 1,696.68 ", 912.76 
