Anio,Trimestre,Empresa,NombreCorto,NombreLargo,SIC, NAICS , Activos , Inventarios , PasivoCirc , PasivoLP , PPE , CPP , Efectivo , GC , CBV , UOAD , Ventas , IGR , Deuda , CPC , GO , GVGA , Precio_Accion , mkt_capital , No_Acciones , growth_Activos , q_1 , q_2 , q_3 , q_4 , q_5 
2015,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 239,802.76 "," 31,940.43 "," 68,389.00 "," 108,784.81 "," 96,583.84 "," 36,517.07 "," 17,614.82 "," 2,505.67 "," 50,251.12 "," 7,166.86 "," 64,673.31 "," 1,182.33 "," 89,095.86 "," 31,504.64 "," 57,506.45 "," 7,255.33 "," 160,651.70 "," 154,189.04 ", 0.95977 , 0.01 , 0.27 ,-0.10 , 0.67 ,-0.24 , 0.15 
2015,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 265,987.42 "," 34,672.05 "," 68,613.37 "," 118,506.18 "," 104,009.46 "," 39,081.87 "," 23,790.68 "," 3,227.76 "," 53,390.71 "," 6,514.88 "," 67,352.97 "," 1,238.26 "," 96,301.77 "," 35,320.20 "," 60,838.09 "," 7,447.38 "," 27,547.36 "," 168,822.89 ", 6.12846 , 0.11 , 0.27 ,-0.07 , 0.70 ,-0.18 , 0.18 
2015,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 266,705.42 "," 34,128.48 "," 62,965.76 "," 123,924.54 "," 106,376.18 "," 38,914.63 "," 24,851.84 "," 3,337.63 "," 51,732.39 "," 5,931.86 "," 65,232.20 "," 1,224.46 "," 102,392.18 "," 33,476.34 "," 59,300.34 "," 7,567.95 "," 19,564.50 "," 174,609.05 ", 8.92479 , 0.00 , 0.27 ,-0.05 , 0.68 ,-0.12 , 0.20 
2016,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 292,239.79 "," 35,061.91 "," 68,404.28 "," 139,323.89 "," 124,047.42 "," 38,748.67 "," 18,995.40 "," 3,758.39 "," 52,584.02 "," 6,760.72 "," 68,627.56 "," 1,739.36 "," 117,804.66 "," 38,844.61 "," 61,866.84 "," 9,282.83 "," 24,609.47 "," 177,630.15 ", 7.21796 , 0.10 , 0.20 ,-0.10 , 0.48 ,-0.24 , 0.09 
2016,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 314,293.05 "," 38,173.75 "," 72,410.77 "," 152,413.65 "," 132,155.04 "," 43,185.70 "," 21,097.44 "," 4,524.78 "," 55,227.56 "," 7,443.67 "," 73,118.74 "," 1,637.57 "," 129,381.74 "," 42,119.47 "," 65,675.08 "," 10,447.52 "," 116,773.07 "," 161,193.34 ", 1.38040 , 0.08 , 0.10 ,-0.20 , 0.24 ,-0.48 ,-0.09 
2016,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 327,782.74 "," 39,465.99 "," 77,987.54 "," 156,762.25 "," 138,069.87 "," 47,905.61 "," 22,655.13 "," 5,988.70 "," 58,837.50 "," 6,274.99 "," 75,322.70 "," 1,687.81 "," 132,519.20 "," 44,250.53 "," 69,047.71 "," 10,210.21 "," 181,427.40 "," 154,946.33 ", 0.85404 , 0.04 , 0.07 ,-0.24 , 0.16 ,-0.58 ,-0.15 
2016,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 348,938.71 "," 40,922.63 "," 83,006.06 "," 164,944.50 "," 149,502.89 "," 53,729.13 "," 24,633.24 "," 7,954.27 "," 59,773.10 "," 3,734.31 "," 76,713.08 "," 1,344.91 "," 138,046.11 "," 41,283.73 "," 72,978.77 "," 13,205.67 "," 16,530.33 "," 131,596.85 ", 7.96093 , 0.06 ,-0.02 ,-0.33 ,-0.04 ,-0.78 ,-0.29 
2017,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 329,198.43 "," 41,186.38 "," 82,414.45 "," 154,231.02 "," 141,775.50 "," 50,420.99 "," 20,285.77 "," 5,556.91 "," 64,555.14 "," 5,977.11 "," 81,381.26 "," 2,485.14 "," 128,987.45 "," 40,742.57 "," 75,404.15 "," 10,849.01 "," 12,278.87 "," 140,301.70 ", 11.42627 ,-0.06 , 0.03 ,-0.29 , 0.08 ,-0.68 ,-0.21 
2017,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 324,414.41 "," 39,714.31 "," 82,171.02 "," 149,205.90 "," 139,569.65 "," 50,675.45 "," 19,598.16 "," 4,156.93 "," 63,543.04 "," 5,136.96 "," 78,665.45 "," 1,859.09 "," 124,870.99 "," 40,185.94 "," 73,528.50 "," 9,985.46 "," 22,525.30 "," 132,211.31 ", 5.86946 ,-0.01 , 0.02 ,-0.31 , 0.05 ,-0.71 ,-0.24 
2017,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 327,606.53 "," 40,514.80 "," 85,047.50 "," 154,828.36 "," 143,555.54 "," 51,131.43 "," 23,646.49 "," 3,874.58 "," 61,368.49 ","-5,366.53 "," 76,235.45 "," 1,863.61 "," 130,865.36 "," 39,119.61 "," 81,601.97 "," 20,233.48 "," 121,979.83 "," 116,935.19 ", 0.95864 , 0.01 ,-0.04 ,-0.38 ,-0.10 ,-0.86 ,-0.34 
2017,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 358,968.22 "," 44,340.63 "," 98,193.53 "," 168,348.06 "," 153,642.28 "," 61,213.92 "," 32,813.23 "," 4,043.46 "," 64,816.98 "," 5,447.44 "," 81,345.10 "," 2,189.61 "," 143,815.70 "," 39,258.28 "," 75,897.66 "," 11,080.68 "," 188,318.35 "," 109,291.50 ", 0.58036 , 0.10 ,-0.10 ,-0.44 ,-0.22 ,-1.02 ,-0.45 
2007,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 4,494.78 ", 213.02 ," 1,288.47 ", 337.80 ," 2,450.33 ", 283.51 , 187.35 ,,,,,, 337.80 , 649.27 ,,," 7,290.30 "," 11,824.06 ", 1.62189 ,-0.99 , 2.56 , 2.27 , 4.69 , 4.16 , 3.42 
2007,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 4,772.38 ", 223.12 ," 1,153.08 ", 601.95 ," 2,661.23 ", 329.13 , 132.53 ,, 604.26 , 174.72 ," 1,805.63 ", 18.98 , 601.95 , 679.40 ," 1,630.91 "," 1,026.66 "," 6,257.55 "," 11,255.28 ", 1.79867 , 0.06 , 2.23 , 1.99 , 4.00 , 3.57 , 2.95 
2007,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,300.14 ", 242.97 ," 1,429.64 ", 698.90 ," 2,778.67 ", 487.56 , 209.33 ,, 668.40 , 203.50 ," 2,001.05 ", 20.95 , 698.90 , 904.82 ," 1,797.55 "," 1,129.16 ", 423.28 ," 9,467.84 ", 22.36800 , 0.11 , 1.65 , 1.38 , 3.16 , 2.64 , 2.21 
2008,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,271.54 ", 212.71 ," 1,420.30 ", 645.38 ," 2,865.47 ", 344.03 , 73.68 ,, 658.70 , 110.91 ," 1,829.78 ", 20.95 , 645.38 , 934.33 ," 1,718.87 "," 1,060.17 ", 628.04 ," 8,044.91 ", 12.80965 ,-0.01 , 1.40 , 1.13 , 2.58 , 2.09 , 1.80 
2008,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,487.32 ", 252.77 ," 1,667.81 ", 600.98 ," 2,950.80 ", 329.38 , 65.35 ,, 692.26 , 105.79 ," 1,912.30 ", 26.12 , 600.98 , 986.27 ," 1,806.50 "," 1,114.24 "," 58,213.64 "," 8,079.29 ", 0.13879 , 0.04 , 1.36 , 1.06 , 2.53 , 1.97 , 1.73 
2008,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,710.20 ", 258.29 ," 1,583.87 ", 842.05 ," 3,021.78 ", 207.25 , 88.14 , 188.24 , 681.46 , 136.49 ," 1,954.72 ", 31.28 , 842.05 ," 1,037.95 "," 1,818.23 "," 1,136.78 "," 6,149.97 "," 5,048.73 ", 0.82094 , 0.04 , 0.74 , 0.46 , 1.39 , 0.87 , 0.86 
2008,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 6,399.73 ", 361.52 ," 1,965.69 "," 1,130.10 "," 3,044.91 ", 536.73 , 538.48 ,, 748.90 , 105.89 ," 2,090.05 ", 45.72 ," 1,130.10 ", 970.60 ," 1,984.15 "," 1,235.25 "," 9,278.24 "," 3,849.90 ", 0.41494 , 0.12 , 0.42 , 0.12 , 0.89 , 0.25 , 0.42 
2009,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 6,083.77 ", 271.17 ," 1,782.97 "," 1,040.84 "," 3,025.28 ", 430.07 , 310.35 , 62.72 , 792.55 , 4.60 ," 2,084.10 ", 42.67 ," 1,040.84 ", 924.86 ," 2,079.50 "," 1,286.95 "," 12,730.61 "," 2,568.87 ", 0.20179 ,-0.05 , 0.25 ,-0.04 , 0.51 ,-0.08 , 0.16 
2009,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,844.18 ", 300.27 ," 1,843.16 ", 845.41 ," 2,942.28 ", 411.70 , 305.07 ,, 772.08 , 17.40 ," 2,072.72 ", 36.47 , 845.41 , 784.15 ," 2,055.32 "," 1,283.24 ", 873.06 ," 4,581.93 ", 5.24810 ,-0.04 , 0.64 , 0.32 , 1.27 , 0.64 , 0.72 
2009,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,713.62 ", 305.88 ," 1,842.90 ", 670.46 ," 2,912.81 ", 437.00 , 476.21 ,, 785.45 , 74.55 ," 2,119.59 ", 28.00 , 670.46 , 509.15 ," 2,045.04 "," 1,259.60 "," 55,081.89 "," 5,294.79 ", 0.09613 ,-0.02 , 0.81 , 0.49 , 1.59 , 0.95 , 0.96 
2009,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,808.81 ", 336.87 ," 1,894.66 ", 708.79 ," 2,897.68 ", 559.15 , 463.21 ,, 816.38 , 238.51 ," 2,310.66 ", 30.62 , 708.79 , 517.49 ," 2,072.15 "," 1,255.76 "," 8,522.23 "," 6,080.67 ", 0.71351 , 0.02 , 0.92 , 0.60 , 1.85 , 1.20 , 1.14 
2010,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 6,061.35 ", 290.22 ," 1,738.84 "," 1,017.36 "," 2,829.38 ", 413.34 , 669.14 , 19.08 , 729.45 , 56.00 ," 2,095.82 ", 23.13 ," 1,017.36 ", 598.76 ," 2,039.82 "," 1,310.37 "," 11,244.05 "," 8,151.73 ", 0.72498 , 0.04 , 1.18 , 0.89 , 2.52 , 1.91 , 1.62 
2010,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,740.58 ", 293.92 ," 1,455.27 "," 1,070.65 "," 2,858.71 ", 451.93 , 480.30 , 173.01 , 740.11 , 94.09 ," 2,166.70 ", 25.58 ," 1,070.65 ", 429.90 ," 2,072.60 "," 1,332.49 "," 11,824.06 "," 7,399.83 ", 0.62583 ,-0.05 , 1.10 , 0.85 , 2.21 , 1.70 , 1.47 
2010,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 5,783.64 ", 300.86 ," 1,574.45 ", 990.15 ," 2,886.74 ", 516.60 , 482.52 , 140.65 , 796.07 , 74.18 ," 2,274.93 ", 25.29 , 990.15 , 432.87 ," 2,200.75 "," 1,404.68 ", 856.82 ," 7,679.06 ", 8.96227 , 0.01 , 1.16 , 0.88 , 2.32 , 1.77 , 1.53 
2010,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 6,110.45 ", 352.44 ," 1,561.34 "," 1,368.00 "," 2,942.04 ", 679.77 , 640.20 , 180.67 , 873.17 , 103.81 ," 2,458.55 ", 33.70 ," 1,368.00 ", 464.74 ," 2,354.74 "," 1,481.57 "," 49,497.78 "," 7,830.98 ", 0.15821 , 0.06 , 1.06 , 0.80 , 2.20 , 1.67 , 1.43 
2011,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 6,036.20 ", 356.13 ," 1,439.68 "," 1,326.50 "," 3,035.68 ", 560.03 , 370.93 , 159.26 , 834.67 , 66.01 ," 2,383.28 ", 24.84 ," 1,326.50 ", 493.90 ," 2,317.27 "," 1,482.60 "," 52,050.68 "," 7,710.02 ", 0.14813 ,-0.01 , 1.06 , 0.82 , 2.10 , 1.63 , 1.40 
2011,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 6,367.87 ", 391.27 ," 1,575.43 "," 1,604.00 "," 3,150.22 ", 654.98 , 575.83 , 228.48 , 898.01 , 152.48 ," 2,611.78 ", 41.35 ," 1,604.00 ", 477.50 ," 2,459.29 "," 1,561.28 "," 11,302.36 "," 7,290.30 ", 0.64502 , 0.05 , 0.89 , 0.65 , 1.81 , 1.30 , 1.16 
2011,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 6,659.51 ", 360.95 ," 1,800.13 "," 1,562.50 "," 3,254.16 ", 644.01 , 684.85 , 221.24 , 994.90 , 146.56 ," 2,789.32 ", 29.36 ," 1,562.50 ", 494.81 ," 2,642.76 "," 1,647.86 "," 11,255.28 "," 6,149.97 ", 0.54641 , 0.05 , 0.69 , 0.42 , 1.41 , 0.86 , 0.84 
2011,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 9,407.11 ", 403.13 ," 2,150.71 "," 3,877.67 "," 3,472.42 ", 988.43 , 739.38 , 349.56 ," 1,060.02 ", 170.62 ," 2,884.39 ", 56.15 ," 3,877.67 ", 629.31 ," 2,713.77 "," 1,653.75 ", 878.61 ," 8,522.23 ", 9.69965 , 0.41 , 0.49 , 0.27 , 1.34 , 0.72 , 0.70 
2012,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 9,457.25 ", 429.63 ," 2,156.48 "," 3,887.68 "," 3,588.10 ", 840.46 , 527.26 , 78.18 ," 1,064.23 ", 104.14 ," 2,970.79 ", 44.15 ," 3,760.84 ", 802.38 ," 2,866.66 "," 1,802.43 ", 837.19 ," 11,244.05 ", 13.43062 , 0.01 , 0.79 , 0.55 , 2.09 , 1.45 , 1.22 
2012,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 9,414.72 ", 511.29 ," 2,235.42 "," 3,662.98 "," 3,667.49 "," 1,012.29 ", 362.50 , 235.99 ," 1,225.68 ", 225.34 ," 3,417.81 ", 56.82 ," 3,381.90 ", 810.08 ," 3,192.47 "," 1,966.80 "," 57,306.64 "," 11,302.36 ", 0.19723 ,-0.00 , 0.84 , 0.57 , 2.16 , 1.47 , 1.26 
2012,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 9,435.14 ", 515.82 ," 2,419.06 "," 3,444.67 "," 3,706.79 ", 930.32 , 323.26 , 183.60 ," 1,234.06 ", 202.35 ," 3,502.45 ", 47.28 ," 3,172.40 ", 731.05 ," 3,300.10 "," 2,066.04 "," 12,710.78 "," 12,710.78 ", 1.00000 , 0.00 , 1.01 , 0.73 , 2.57 , 1.85 , 1.54 
2012,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 9,771.17 ", 550.39 ," 2,594.30 "," 2,374.40 "," 3,832.02 "," 1,129.61 ", 932.59 ,-311.77 ," 1,247.76 ", 265.48 ," 3,628.45 ", 96.85 ," 2,077.83 ", 808.18 ," 3,362.97 "," 2,115.21 "," 9,467.84 "," 17,730.43 ", 1.87270 , 0.04 , 1.60 , 1.31 , 4.08 , 3.33 , 2.58 
2013,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 9,673.15 ", 430.71 ," 2,635.35 "," 2,232.40 "," 3,873.70 "," 1,024.92 ", 849.22 , 92.74 ," 1,166.48 ", 169.37 ," 3,398.75 ", 33.22 ," 1,945.94 ", 764.79 ," 3,229.38 "," 2,062.90 "," 8,044.91 "," 24,401.69 ", 3.03318 ,-0.01 , 2.32 , 2.02 , 5.80 , 5.04 , 3.80 
2013,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 10,147.49 ", 472.09 ," 2,269.37 "," 3,703.49 "," 4,259.61 "," 1,006.90 ", 641.95 , 169.71 ," 1,251.66 ", 274.81 ," 3,820.63 ", 36.15 ," 3,381.45 ", 804.36 ," 3,545.81 "," 2,294.15 ", 967.82 ," 21,175.50 ", 21.87957 , 0.05 , 1.75 , 1.50 , 4.18 , 3.57 , 2.75 
2013,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 11,945.33 ", 570.66 ," 2,497.73 "," 5,111.34 "," 4,454.17 "," 1,108.04 ", 581.06 , 229.36 ," 1,364.91 ", 305.40 ," 4,082.34 ", 60.84 ," 4,799.46 ", 900.90 ," 3,776.94 "," 2,412.03 "," 55,862.87 "," 25,205.52 ", 0.45120 , 0.18 , 1.71 , 1.47 , 4.58 , 3.95 , 2.93 
2013,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 12,459.47 ", 641.88 ," 2,899.05 "," 4,979.30 "," 4,610.94 "," 1,408.57 ", 663.27 , 447.71 ," 1,444.69 ", 365.49 ," 4,416.83 ", 72.13 ," 4,655.13 ", 998.17 ," 4,051.34 "," 2,606.65 "," 17,730.43 "," 28,053.69 ", 1.58223 , 0.04 , 1.88 , 1.62 , 5.07 , 4.38 , 3.24 
2014,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 12,345.03 ", 577.11 ," 3,116.73 "," 4,740.01 "," 4,666.14 "," 1,214.62 ", 530.78 , 230.23 ," 1,336.48 ", 178.00 ," 3,992.04 ", 85.35 ," 4,554.54 ", 998.92 ," 3,814.03 "," 2,477.56 "," 24,401.69 "," 32,668.55 ", 1.33878 ,-0.01 , 2.28 , 2.01 , 6.03 , 5.32 , 3.91 
2014,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 22,092.57 ", 740.18 ," 4,629.84 "," 6,219.98 "," 8,624.71 "," 1,385.35 "," 1,130.02 ", 525.06 ," 1,652.21 ", 306.75 ," 5,203.33 ", 175.83 ," 5,677.31 "," 1,371.48 "," 4,896.58 "," 3,244.37 "," 8,079.29 "," 39,182.22 ", 4.84971 , 0.79 , 1.52 , 1.28 , 3.88 , 3.29 , 2.49 
2014,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 22,208.92 ", 871.73 ," 3,985.45 "," 6,824.44 "," 8,742.69 "," 1,390.98 ", 499.95 , 558.54 ," 1,828.46 ", 349.76 ," 5,701.35 ", 89.84 ," 6,320.56 "," 1,138.15 "," 5,351.59 "," 3,523.13 "," 1,068.76 "," 35,631.21 ", 33.33886 , 0.01 , 1.32 , 1.12 , 3.35 , 2.84 , 2.16 
2014,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 29,048.35 "," 1,055.17 "," 6,222.40 "," 13,091.09 "," 9,804.30 "," 2,694.02 "," 1,112.85 ", 735.71 ," 2,455.13 ", 634.01 ," 7,890.66 ", 143.00 ," 9,862.02 "," 1,113.84 "," 7,256.65 "," 4,801.52 "," 53,599.99 "," 34,164.69 ", 0.63740 , 0.31 , 0.84 , 0.51 , 2.48 , 1.51 , 1.34 
2015,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 29,412.92 "," 1,144.99 "," 5,482.55 "," 13,911.35 "," 9,988.14 "," 2,509.17 ", 890.93 , 703.85 ," 2,307.28 ", 418.99 ," 7,344.23 ", 181.72 ," 10,688.26 "," 1,196.07 "," 6,925.24 "," 4,617.96 "," 53,190.38 "," 37,367.75 ", 0.70253 , 0.01 , 0.91 , 0.61 , 2.67 , 1.80 , 1.50 
2015,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 30,400.92 "," 1,356.47 "," 6,284.91 "," 14,297.94 "," 10,401.44 "," 2,498.08 ", 752.44 , 759.03 ," 2,452.21 ", 547.40 ," 7,761.94 ", 143.40 ," 10,783.45 "," 1,275.24 "," 7,214.54 "," 4,762.33 "," 21,175.50 "," 39,787.93 ", 1.87896 , 0.03 , 0.95 , 0.63 , 2.79 , 1.85 , 1.56 
2015,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 30,817.36 "," 1,365.31 "," 5,794.42 "," 15,286.52 "," 10,684.64 "," 2,468.52 ", 624.97 , 617.06 ," 2,605.60 ", 594.50 ," 8,224.37 ", 192.33 ," 11,640.76 "," 1,135.56 "," 7,629.87 "," 5,024.27 "," 5,048.73 "," 42,082.86 ", 8.33533 , 0.01 , 0.99 , 0.68 , 2.85 , 1.97 , 1.62 
2015,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 31,842.43 "," 1,377.98 "," 6,325.21 "," 15,091.74 "," 11,063.81 "," 3,013.09 "," 1,195.81 ", 904.89 ," 2,784.18 ", 792.94 ," 8,957.83 ", 162.94 ," 11,498.52 "," 1,110.31 "," 8,164.89 "," 5,380.71 "," 1,123.37 "," 50,142.09 ", 44.63531 , 0.03 , 1.21 , 0.90 , 3.49 , 2.60 , 2.05 
2016,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 33,548.52 "," 1,398.33 "," 6,891.47 "," 16,967.40 "," 11,346.28 "," 2,953.61 "," 1,082.87 ", 577.80 ," 2,711.93 ", 486.38 ," 8,534.76 ", 174.41 ," 11,528.99 "," 1,309.21 "," 8,048.38 "," 5,336.45 "," 1,815.28 "," 54,303.72 ", 29.91475 , 0.05 , 1.28 , 0.91 , 3.77 , 2.68 , 2.16 
2016,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 34,190.56 "," 1,451.13 "," 6,560.29 "," 18,346.35 "," 11,956.36 "," 3,134.13 "," 1,157.07 ", 872.91 ," 2,828.16 ", 642.84 ," 9,065.57 ", 210.84 ," 12,817.13 "," 1,385.78 "," 8,422.73 "," 5,594.57 "," 57,355.36 "," 58,213.64 ", 1.01496 , 0.02 , 1.33 , 0.97 , 3.80 , 2.79 , 2.22 
2016,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 35,585.00 "," 1,520.45 "," 7,574.44 "," 18,685.45 "," 12,822.54 "," 3,482.99 "," 1,319.84 "," 1,089.16 "," 2,989.35 ", 743.68 ," 9,601.98 ", 231.37 ," 12,973.83 "," 1,585.94 "," 8,858.31 "," 5,868.95 "," 25,205.52 "," 55,081.89 ", 2.18531 , 0.04 , 1.18 , 0.81 , 3.28 , 2.25 , 1.88 
2016,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 37,995.14 "," 1,575.36 "," 8,748.57 "," 19,322.50 "," 13,673.45 "," 3,901.97 "," 2,547.84 "," 1,555.04 "," 3,250.19 ", 894.11 ," 10,499.55 ", 265.03 ," 13,732.65 "," 1,605.62 "," 9,605.45 "," 6,355.26 "," 3,849.90 "," 49,497.78 ", 12.85689 , 0.07 , 0.94 , 0.56 , 2.62 , 1.57 , 1.42 
2017,1,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 37,307.66 "," 1,562.09 "," 8,387.43 "," 18,835.66 "," 13,720.78 "," 3,030.56 "," 1,710.09 ", 948.97 ," 3,108.67 ", 613.14 ," 10,093.24 ", 291.46 ," 13,578.90 "," 1,472.03 "," 9,480.10 "," 6,371.43 "," 2,568.87 "," 52,050.68 ", 20.26212 ,-0.02 , 1.03 , 0.67 , 2.80 , 1.81 , 1.58 
2017,2,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 37,923.92 "," 1,723.04 "," 8,683.15 "," 19,633.24 "," 14,062.34 "," 3,121.94 "," 1,255.63 "," 1,129.57 "," 3,130.71 ", 747.07 ," 10,344.40 ", 337.49 ," 14,139.83 "," 1,710.78 "," 9,597.33 "," 6,466.62 "," 2,222.30 "," 57,306.64 ", 25.78704 , 0.02 , 1.14 , 0.76 , 3.07 , 2.06 , 1.76 
2017,3,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 38,765.43 "," 1,874.76 "," 8,942.45 "," 20,060.48 "," 14,695.46 "," 3,120.46 "," 1,020.54 ", 957.92 ," 3,168.07 ", 751.74 ," 10,475.35 ", 341.78 ," 14,461.10 "," 1,628.96 "," 9,723.62 "," 6,555.54 "," 53,389.12 "," 55,862.87 ", 1.04633 , 0.02 , 1.07 , 0.69 , 2.82 , 1.83 , 1.60 
2017,4,"ALSEA, S.A.B. DE C.V.",ALSEA,ALSEA,5812," 722,513.00 "," 39,659.26 "," 2,009.78 "," 12,783.24 "," 16,272.89 "," 15,772.48 "," 3,960.81 "," 1,540.40 "," 1,348.91 "," 3,515.74 "," 1,602.65 "," 11,616.12 ", 336.67 ," 13,673.91 "," 1,808.65 "," 10,013.48 "," 6,497.74 "," 28,053.69 "," 53,599.99 ", 1.91062 , 0.02 , 1.01 , 0.62 , 2.53 , 1.56 , 1.43 
2007,2,ALTOS HORNOS DE MEXICO S.A.B DE C.V.,ALTOS.HORNOS,ALTOS HORNOS DE MEX.,3312," 331,110.00 "," 42,103.41 "," 3,721.86 "," 19,433.81 ", 23.00 ," 26,411.83 "," 2,146.19 "," 4,400.56 ",,,,,, 23.00 ," 3,819.38 ",,, -   , -   ,, 0.06 ,-0.00 ,-0.46 ,-0.00 ,-0.74 ,-0.30 
2007,3,ALTOS HORNOS DE MEXICO S.A.B DE C.V.,ALTOS.HORNOS,ALTOS HORNOS DE MEX.,3312," 331,110.00 "," 43,675.31 "," 3,600.63 "," 19,914.80 ", 23.57 ," 28,151.14 "," 2,324.63 "," 3,652.77 ",," 5,589.13 ", 790.47 ," 6,818.07 ", 56.12 , 23.57 ," 4,504.55 "," 6,027.60 ", 438.47 , -   , -   ,, 0.04 ,-0.00 ,-0.46 ,-0.00 ,-0.71 ,-0.29 
2007,4,ALTOS HORNOS DE MEXICO S.A.B DE C.V.,ALTOS.HORNOS,ALTOS HORNOS DE MEX.,3312," 331,110.00 "," 44,310.82 "," 3,763.17 "," 19,497.91 ", 22.28 ," 29,562.39 "," 2,361.35 "," 3,181.08 ",," 5,738.10 ", 861.14 ," 7,323.79 ", 220.03 , 22.28 ," 3,187.66 "," 6,462.65 ", 724.56 , -   , -   ,, 0.01 ,-0.00 ,-0.44 ,-0.00 ,-0.66 ,-0.28 
