Empresa,Nombre_Corto,Fecha,Anio,Trimestre,Activos,Inventarios,Pasivo_Circulante,PasivoLP,UOAD,PPE,CPP,Efectivo,GC,CBV,Ventas,IGR,Deuda,CPC,GO,GVGA,Precio_Acciones
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,1Q2010,2010,1,117723.908,3805.672,69476.844,3784.502,1221.977051,6254.938,3199.359,61847.389,242.3379974,5386.312012,10754.55078,273.9869995,3784.502197,28024.36328,9532.574219,4146.262207,658.3413115
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,2Q2010,2010,2,117369.676,4603.798,74632.055,2775.425,1208.68396,6204.479,4663.334,65492.309,500.2799988,5804.320801,11326.47168,296.7399902,2775.425049,28355.22461,10117.78809,4313.467285,568.4749206
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,3Q2010,2010,3,114343.502,4398.755,71922.239,2772.223,1146.985962,6005.398,3481.003,64200.282,528.8439941,5495.501953,11159.17871,250.9409943,2772.2229,27767.63086,10012.19238,4516.69043,489.5339063
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,4Q2010,2010,4,120316.213,5460.294,74174.25,3769.29,1144.171997,5941.488,4912.174,62151.276,486.57901,6293.224121,12778.70605,304.5400085,3769.290039,33017.44141,11634.53418,5341.310059,488.9334375
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,1Q2011,2011,1,120616.609,4446.363,73304.929,5120.146,1415.363037,5718.139,3410.24,61899.146,182.9389954,6567.766113,12627.9541,303.7189941,5120.145996,34153.62891,11212.59082,4644.824707,504.1809677
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,2Q2011,2011,2,127613.191,5640.291,75354.945,5606.785,1454.380981,5775.764,4816.56,59735.392,509.5870056,7737.654785,14194.88867,289.8559875,5606.785156,37886.21484,12740.50781,5002.853027,527.8077778
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,3Q2011,2011,3,153890.528,6565.117,75821.959,11098.501,1566.614014,5907.521,3731.624,63931.959,696.3640137,8771.200195,15691.03613,334.4670105,11098.50098,42185.45703,14124.42188,5353.22168,897.3264615
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,4Q2011,2011,4,176652.899,7608.231,80446.587,11144.998,2088.62207,5934.887,5568.727,52287.943,956.651001,1220.682007,9504.993164,397.1589966,11144.99805,35900.74609,7416.371094,6195.688965,1204.901774
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,1Q2012,2012,1,175010.067,7053.047,81346,28795.419,2832.49292,6175.277,3537.674,16092.611,495.0870056,6828.644043,15108.16699,424.7829895,11580.96387,40383.34766,12275.67383,5447.029785,1184.231587
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,2Q2012,2012,2,151001.039,6723.211,83721.335,25001.627,2248.273926,6314.114,3569.284,16305.131,963.5980225,7285.12793,17045.68945,492.3320007,14907.06348,49486.36719,14797.41602,7512.288086,700.566129
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,3Q2012,2012,3,153533.394,6527.034,85958.611,24469.13,2694.325928,6636.075,4403.373,16737.177,426.6990051,6901.662109,18247.18945,479.9500122,14603.83301,54493.16406,15552.86328,8651.201172,573.2795385
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,4Q2012,2012,4,165498.479,7179.784,95770.319,25198.208,1371.348999,7165.353,5028.37,19908.209,1122.067993,8385.330078,19462.21094,428.6419983,14904.12012,55799.67969,18090.86133,9705.53125,541.4385484
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,1Q2013,2013,1,165036.994,7070.525,99383.745,21255.826,2397.440918,6744.771,3459.939,19294.085,474.7160034,6778.853027,17571.65234,420.8320007,11744.96094,56022.62109,15174.21094,8395.357422,558.8491525
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,2Q2013,2013,2,167816.135,6808.333,99731.56,24617.483,1245.407959,7261.989,3630.826,18617.247,1137.859009,6900.51709,17355.2793,378.5310059,15601.93848,58915.97266,16109.87109,9209.353516,487.6889063
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,3Q2013,2013,3,166891.226,5901,97172.214,25554.226,1922.844971,7221.628,2538.18,17421.143,643.0380249,6708.793945,16841.83008,460.4580078,16491.90625,57938.64063,14918.98535,8210.191406,456.84
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,4Q2013,2013,4,175077.189,6043.279,102363.943,26813.172,1160.098022,7430.962,4219.459,19778.403,1034.296021,8952.050781,18963.12305,365.1440125,18594.4375,56569.71484,17803.02539,8850.974609,450.0139683
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,1Q2014,2014,1,176014.201,6139.166,105736.963,24791.386,1899.988037,7458.947,3071.697,21051.908,445.9760132,7060.399902,17257.10156,377.9630127,17775.77539,57433.52344,15357.11328,8296.712891,405.7357377
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,2Q2014,2014,2,172851.919,6390.215,107976.153,20769.828,1158.074951,7451.635,4254.254,18429.136,560.598999,7782.703125,18265.4707,386.625,14897.9873,58493.625,17107.39648,9324.693359,360.0824194
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,3Q2014,2014,3,178852.308,6249.061,108157.833,23823.702,1697.840942,7264.155,3557.672,18962.606,501.2420044,8070.060059,18214.54883,341.7200012,17392.64648,57410.24609,16516.70703,8446.646484,358.6183077
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,4Q2014,2014,4,195897.719,5906.208,115332.897,25816.464,1032.975952,7103.246,4643.145,23116.019,782.2189941,9831.101563,20344.46094,390.5450134,17132.76953,59519.12109,19311.48438,9480.382813,502.1507937
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,1Q2015,2015,1,197513.785,6090.468,127822.008,18789.496,2529.293945,6906.736,4125.661,31303.099,226.052002,8897.306641,19098.64258,335.8919983,11228.56836,52038.46094,16569.34766,7672.041016,502.9918033
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,2Q2015,2015,2,192028.688,6260.912,125193.877,16907.745,1480.998047,6688.28,4206.911,23035.347,524.367981,8137.878906,18105.40625,388.7680054,10701.75488,47436.96094,16624.4082,8486.529297,387.8159677
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,3Q2015,2015,3,198868.363,6286.658,130334.954,18042.668,1990.584961,6469.019,4255.243,20401.092,283.973999,7688.941895,18500.83594,354.6329956,11369.50879,52215.04688,16510.25,8821.308594,314.8586154
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,4Q2015,2015,4,198440.427,6577.728,128112.74,18541.552,-792.2299805,6171.326,5893.384,22921.108,425.4030151,8499.890625,20197.44922,336.901001,11932.0498,55720.55859,20989.67969,12489.78906,340.6030159
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,1Q2016,2016,1,200749.226,6571.305,124971.839,22853.308,2930.245117,6117.386,5619.944,22990.815,476.5299988,6755.331055,18440.98242,328.2990112,16875.80469,52184.38281,15510.7373,8755.40625,338.2055
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,2Q2016,2016,2,207090.36,7058.693,130211.324,23583.009,2903.771973,6160.288,6118.354,20910.518,598.8129883,7456.852051,19516.63477,333.6279907,17703.71484,56698.91797,16612.86328,9156.011719,297.1993846
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,3Q2016,2016,3,212759.359,7705.468,129678.835,27922.494,2310.523926,6048.775,5903.2,22213.515,486.1419983,7409.783203,19970.81641,344.6579895,18260.85938,59776.67188,17660.29297,10250.50977,261.6496923
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,4Q2016,2016,4,219235.921,7207.696,132783.941,27376.271,3929.319092,6339.254,5909.555,24374.702,845.4559937,9049.456055,23313.17578,519.1339722,14991.97852,65657.38281,19383.85742,10334.40137,256.9240323
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,1Q2017,2017,1,212229.743,7389.386,135375.96,16203.028,3587.184082,6252.524,5715.271,22955.824,710.5499878,7758.057129,22006.19531,468.4670105,8719.9375,64049.45703,18419.01172,10660.95508,298.1961905
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,2Q2017,2017,2,219363.344,8000.26,135390.86,17333.235,3895.418945,6585.689,6433.278,20778.069,876.6900024,8562.817383,22794.32813,327.3989868,8686.223633,63853,18898.91016,10336.09277,691.7466129
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,3Q2017,2017,3,226725.404,8878.857,136853.21,20192.644,3269.070068,7230.944,5933.607,20456.162,1131.282959,8957.370117,23091.50391,345.8210144,10543.83105,67833.99219,19822.43359,10865.06348,794.0509231
GRUPO ELEKTRA S.A. DE C.V.,GPO. ELEKTRA ,4Q2017,2017,4,235350.919,9257.068,145278.75,19855.191,3433.959961,8093.358,7115.694,25606.878,1469.098999,11964.60938,27087.39258,351.6350098,10764.73633,72016.9375,23653.43359,11688.82422,774.7080328
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,1Q2010,2010,1,22111.552,2077.338,12630.867,1009.279,131.3179932,2657.185,1699.016,1244.323,26.3029995,1640.13501,3213.862061,254.4120026,1009.278992,15055.36719,3082.543945,1442.408936,26.21065574
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,2Q2010,2010,2,23382.803,2197.256,13524.437,1008.786,337.6879883,2597.448,1895.476,1473.433,19.9260006,1767.340942,3645.936035,232.8480072,1008.786011,15817.71875,3308.248047,1540.907104,21.81285714
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,3Q2010,2010,3,25551.89,2112.162,14002.466,2528.323,385.0750122,2557.718,1367.502,2634.064,41.53099823,1727.831055,3662.573975,303.223999,2528.322998,16721.10547,3277.499023,1549.667969,16.74390625
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,4Q2010,2010,4,25752.389,2226.075,14031.174,2486.348,451.1480103,2561.666,2070.515,1104.305,108.7060013,2220.927979,4470.504883,298.3450012,2486.3479,18408.68555,4019.356934,1798.428955,18.874375
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,1Q2011,2011,1,25564.178,1987.279,13004.797,3397.321,365.7420044,2515.104,1306.769,1469.223,56.95999908,1704.612061,3615.035889,285.3840027,3397.321045,18079.29492,3249.293945,1544.681885,20.79887097
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,2Q2011,2011,2,26469.974,2053.511,13959.158,3359.427,258.7260132,2539.212,1591.813,1599.315,119.1100006,1777.462036,3651.909912,291.7470093,3359.427002,18748.35352,3393.183838,1615.721802,20.79555556
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,3Q2011,2011,3,27353.062,1979.681,14361.081,3773.885,347.4840088,2556.143,1534.44,1269.964,72.97299957,1764.239014,3698.706055,306.5140076,3773.88501,20020.10547,3351.222168,1586.983154,14.416
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,4Q2011,2011,4,28321.912,2011.192,15142.753,3802.68,344.5870056,2484.789,1896.255,1437.251,43.88600159,2105.437012,4266.748047,329.3479919,3802.679932,20850.24805,3922.161133,1816.724121,11.46370968
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,1Q2012,2012,1,27157.248,1986.903,15113.422,3724.039,427.2260132,2402.671,1554.077,1285.664,20.93899918,1394.968018,3023.603027,307.7380066,3574.150879,18421.19922,2596.376953,1201.408936,11.63825397
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,2Q2012,2012,2,28021.784,1923.138,15614.583,3840.678,551.3610229,2361.58,1585.445,1837.782,21.37199974,1709.483032,3466.870117,322.8450012,3693.085938,18974.75977,2915.509033,1206.026001,10.84064516
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,3Q2012,2012,3,28065.534,1908.488,15693.214,3651.271,481.8049927,2313.087,1629.191,1079.971,22.80900002,1632.883057,3409.112061,333.1340027,3584.400879,19881.91992,2927.307129,1294.424072,14.00215385
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,4Q2012,2012,4,28879.918,1950.663,16666.944,3647.369,524.4379883,2370.018,2042.985,1518.895,136.477005,2202.687012,4103.601074,348.427002,3563.611084,20491.98047,3579.163086,1376.476074,15.27645161
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,1Q2013,2013,1,29862.795,1962.915,13877.489,7466.403,345.2200012,2317.794,1198.002,2223.514,40.79000092,1627.250977,3261.840088,177.7489929,7241.690918,20327.67969,2916.620117,1289.369141,18.33067797
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,2Q2013,2013,2,31656.052,2074.712,14198.096,8695.515,418.3580017,2304.941,1310.402,2623.334,54.91999817,2047.654053,3817.062988,205.2409973,8464.246094,21428.69336,3398.705078,1351.051025,22.88921875
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,3Q2013,2013,3,31999.747,2209.394,14147.265,8958.29,335.0660095,2307.232,1380.888,1871.313,64.14099884,1918.293945,3608.797119,253.6009979,8759.246094,22221.53125,3273.731201,1355.437256,24.24107692
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,4Q2013,2013,4,33077.326,2174.473,15190.039,8916.142,372.0289917,2503.687,1600.595,1509.739,366.0480042,2479.183105,4352.10791,294.6889954,8690.729492,24073.09375,3980.078857,1500.895752,23.58079365
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,1Q2014,2014,1,32866.918,2145.89,14039.754,9697.051,274.6640015,2537.113,1022.804,1416.505,37.52000046,1648.623047,3209.153076,209.4369965,9479.859375,22930.00195,2934.489014,1285.865967,19.29754098
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,2Q2014,2014,2,33426.44,2149.635,14633.842,9635.401,298.1090088,2481.958,1154.015,1679.359,33.0359993,1963.165039,3656.937988,216.2570038,9405.861328,23273.92578,3358.829102,1395.664063,17.46403226
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,3Q2014,2014,3,34205.911,2255.299,15281.091,9683.774,319.8710022,2451.032,1113.085,1304.77,47.4280014,1900.753052,3598.092041,237.3049927,9455.585938,24131.27344,3278.220947,1377.467896,14.95430769
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,4Q2014,2014,4,35162.038,2121.313,15351.725,9494.39,277.0429993,2440.796,1305.856,1700.671,76.50900269,2552.574951,4391.926758,224.4730072,9283.251953,24349.31055,4114.883789,1562.308838,12.40920635
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,1Q2015,2015,1,36008.427,2175.722,17302.214,8304.386,300.493988,2470.541,1165.995,1657.239,63.63999939,1816.099976,3530.201904,167.5829926,8079.669922,25196.39063,3229.708008,1413.608032,10.56147541
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,2Q2015,2015,2,36731.476,2295.066,17833.831,8329.302,352.9509888,2436.903,1432.99,1313.144,53.38700104,2186.602051,4104.262207,172.5659943,8088.837891,26056.89648,3751.311279,1564.709229,10.67274194
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,3Q2015,2015,3,38631.417,2486.652,19484.192,8408.395,325.4809875,2281.25,1542.536,1229.869,51.66799927,2096.582031,3987.135986,200.9459991,8167.345215,27603.64648,3661.655029,1565.072998,11.42523077
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,4Q2015,2015,4,41003.878,2455.557,21309.046,9015.224,351.8089905,2166.68,1806.032,2196.923,87.14900208,2809.566895,4983.345215,213.7519989,8790.416992,29190.41797,4631.536133,1821.969238,13.66079365
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,1Q2016,2016,1,41743.293,2729.54,20720.077,10250.624,290.7680054,2086.232,1885.875,1180.452,37.43399811,2082.040039,3953.135986,215.5850067,10007.82715,29823.29297,3662.36792,1580.327881,13.45133333
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,2Q2016,2016,2,42733.395,2582.088,22272.426,11881.568,326.8280029,1971.509,1207.868,1694.744,46.54499817,2427.680908,4440.474121,213.4179993,9914.172852,24019.61523,4113.645996,1685.965088,10.81553846
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,3Q2016,2016,3,44430.018,2732.647,24101.102,11539.745,290.1650085,1926.264,1260.532,1785.667,37.75500107,2288.480957,4253.665039,237.6320038,9587.629883,24731.12891,3963.5,1675.019043,8.579692308
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,4Q2016,2016,4,45327.42,2553.842,24726.812,11655.223,377.6669922,1880.989,1620.219,1503.578,28.57900047,3088.538086,5391.415039,260.1669922,9763.47168,25475.00195,5013.748047,1925.209961,7.504354839
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,1Q2017,2017,1,42145.719,2381.219,24633.445,9018.942,307.4379883,1738.772,1238.242,1074.833,24.70599937,2073.966064,3979.36792,260.0320129,8758.750977,25461.22656,3671.929932,1597.963867,6.958888889
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,2Q2017,2017,2,43924.444,2492.276,26501.15,8605.525,268.7269897,1659.451,1396.117,1860.396,31.66900063,2386.466064,4268.11377,251.7720032,8328.90918,26427.47852,3999.386719,1612.920654,9.175483871
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,3Q2017,2017,3,45132.288,2476.166,23544.987,12734.041,265.4689941,1421.938,1102.876,1821.791,19.14100075,2379.099121,4255.331055,293.4570007,12455.30762,27896.57227,3989.862061,1610.762939,10.40753846
GRUPO FAMSA SAB DE C.V.,GPO. FAMSA,4Q2017,2017,4,45132.288,2476.166,23544.987,12734.041,0,1421.938,1102.876,1821.791,0,0,0,0,12455.30762,27896.57227,0,0,10.46065574
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,1Q2010,2010,1,6355.937,988.659,1527.154,732.35,410.0429993,1649.316,564.209,863.087,0,1280.567993,2133.385986,32.04899979,732.3499756,1641.695923,1723.343018,442.7750244,17.45
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,2Q2010,2010,2,6038.35,981.155,1575.118,731.3,330.1940002,1662.816,525.586,751.592,149.7149963,1226.666016,1975.418945,30.79299927,731.2999878,1478.838989,1645.224976,418.55896,17.77634921
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,3Q2010,2010,3,6875.078,1047.807,1388.55,1486.25,379.6040039,1689.383,561.399,1230.023,66.7539978,1267.156006,2119.197998,29.0529995,1486.25,1725.984985,1739.593994,472.4379883,17.96265625
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,4Q2010,2010,4,7304.885,963.663,1196.056,1497.891,512.1729736,1826.233,596.86,805.507,69.88700104,1635.307983,2643.25708,38.31999969,1497.890991,1960.697021,2131.083984,495.776001,20.09390625
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,1Q2011,2011,1,7696.899,1020.572,928.501,1952.174,350.6029968,1815.844,570.361,1322.444,39.07300186,1343.838013,2135.523926,40.48300171,1952.174072,1749.507935,1784.920898,441.0828857,22.91290323
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,2Q2011,2011,2,7386.661,1005.274,773.133,2074.285,393.8819885,1813.466,537.725,1105.544,30.26600075,1422.739014,2296.48291,38.27600098,2074.284912,1753.445923,1902.600952,479.8619385,25.00285714
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,3Q2011,2011,3,8523.778,1124.535,1360.639,2296.111,355.1359863,1888.319,648.485,1081.268,93.38999939,1479.114014,2347.35498,42.49300003,2296.111084,2073.665039,1992.218994,513.1049805,24.61476923
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,4Q2011,2011,4,9304.274,1095.988,1232.903,2728.775,435.9039917,2172.063,843.049,1154.709,157.720993,1901.787964,2917.737061,41.98300171,2728.775146,2533.840088,2481.833008,580.0450439,24.66870968
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,1Q2012,2012,1,8864.757,1305.684,1047.697,3210.102,347.2330017,2181.904,772.371,889.981,75.48899841,1636.121948,2547.964111,46.88800049,2663.812012,2300.355957,2200.731201,564.6092529,25.84412698
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,2Q2012,2012,2,9208.599,1304.215,1146.406,3263.254,385.8240051,2244.744,800.708,1032.514,124.9059982,1728.817993,2665.269043,45.43099976,2710.048096,2380.471924,2279.445068,550.6270752,28.31096774
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,3Q2012,2012,3,9416.453,1453.916,1194.231,3189.311,422.7200012,2325.302,906.147,1190.655,146.7079926,1839.003052,2852.731934,44.01100159,2663.996094,2281.403076,2430.011963,591.0089111,31.92630769
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,4Q2012,2012,4,9856.86,1348.271,1067.904,3436.263,499.2260132,2426.997,773.628,1064.132,202.9049988,2059.790039,3154.37793,47.24300003,2671.810059,2573.60083,2655.151855,595.3618164,36.44564516
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,1Q2013,2013,1,13862.216,1639.662,1382.479,3839.86,403.1499939,3451.774,1002.296,1602.433,232.8840027,1956.613037,2972.803955,59.53099823,3100.140869,2237.333984,2569.654053,613.0410156,40.51694915
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,2Q2013,2013,2,17484.917,1929.946,1934.662,6547.622,455.348999,3914.317,1072.436,1264.693,230.2819977,2001.578003,3143.894043,85.3730011,5756.625,2383.928955,2688.544922,686.9669189,42.31078125
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,3Q2013,2013,3,17813.031,2224.383,1962.238,6559.321,438.1919861,4029.515,1090.597,1356.233,214.2590027,2078.806885,3283.320068,97.31999969,5763.307129,2142.374023,2845.128174,766.3212891,43.19169231
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,4Q2013,2013,4,20939.034,1985.769,1691.659,7117.353,460.355011,4212.8,1196.288,886.68,314.3880005,2504.163086,3780.274902,99.81099701,5968.585938,2365.855957,3319.919922,815.7568359,44.78936508
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,1Q2014,2014,1,21181.229,2067.215,2438.63,6404.853,427.2120056,4104.94,1094.254,981.69,71.98400116,2031.792969,3251.303955,102.4800034,5169.625,2324.89209,2824.092041,792.2990723,40.60606557
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,2Q2014,2014,2,21411.842,2192.936,2404.395,6335.357,447.3999939,4125.667,1166.708,1221.006,201.6080017,2014.508057,3318.083008,102.0479965,5165.01123,2219.601074,2870.683105,856.1750488,38.88354839
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,3Q2014,2014,3,21558.757,2179.83,2329.688,6293.254,517.28302,4113.955,1019.828,1313.867,169.4869995,2267.080078,3653.447998,97.79599762,5191.899902,2122.4729,3136.165039,869.0849609,37.54953846
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,4Q2014,2014,4,22910.875,1939.019,2943.79,6791.163,720.723999,4245.744,991.594,2450.883,267.0809937,2423.126953,4095.694092,98.1230011,5960.414063,2296.968018,3374.970215,951.8432617,35.31539683
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,1Q2015,2015,1,24169.704,2135.712,2556.955,7917.518,617.2449951,4694.788,1173.927,1752.327,159.8150024,2180.962891,3719.343018,101.0559998,6700.489746,2255.266113,3102.098145,921.1352539,36.65754098
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,2Q2015,2015,2,24176.837,2232.847,2595.026,8002.194,602.2349854,4822.366,1060.072,1368.052,212.2610016,2232.329102,3945.785889,101.7060013,6744.290039,2330.012939,3343.550781,1111.22168,40.78145161
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,3Q2015,2015,3,24996.758,2434.436,2908.84,8031.52,678.7800293,4819.942,1257.461,1905.021,144.2400055,2478.710938,4247.557129,102.4240036,6789.650879,2354.187988,3568.7771,1090.066162,42.33492308
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,4Q2015,2015,4,24405.474,2437.824,2630.171,7868.212,137.701004,5205.311,1253.634,1483.095,564.5759888,2685.468018,4443.60498,108.1429977,6616.032227,2182.285889,4305.903809,1620.435791,45.2747619
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,1Q2016,2016,1,25263.463,2435.238,3163.615,8212.195,501.8580017,5350.578,1531.7,1606.929,245.7669983,2711.023926,4327.991211,105.875,6902.123047,1836.916016,3826.133301,1115.109375,40.60166667
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,2Q2016,2016,2,25707.278,2792.488,3456,8331.606,539,5344.91,1682.821,1119.479,167.2480011,2674.177002,4430.686035,115.6090012,7059.168945,2041.088013,3891.686035,1217.509033,39.53769231
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,3Q2016,2016,3,25983.686,2899.518,3676.115,7808.293,632.6820068,5329.081,1524.108,1377.786,229.6719971,2702.947998,4542.900879,116.5899963,6511.963867,2061.246094,3910.21875,1207.270752,41.08676923
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,4Q2016,2016,4,26347.826,3036.986,3947.546,7772.702,689.8629761,5551.319,1670.521,919.751,338.348999,2840.368896,4878.87793,125.1490021,6463.14502,2268.211914,4189.015137,1348.64624,42.07548387
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,1Q2017,2017,1,26165.835,2901.846,3926.652,7460.937,671.6309814,5644.314,1449.627,831.61,219.1660004,2914.720947,4808.588867,123.9950027,6177.581543,2356.427979,4136.958008,1222.237061,37.39730159
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,2Q2017,2017,2,27131.634,3088.938,4023.102,7249.805,686.6610107,5632.395,1671.922,1862.253,151.8919983,2942.080078,4875.644043,170.2389984,5980,2372.234863,4188.98291,1246.902832,39.81467742
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,3Q2017,2017,3,26783.972,3301.09,3487.957,7144.455,618.026001,5542.112,1650.423,1233.294,123.211998,2910.897949,4815.60498,149.0809937,5930,2460.053223,4197.579102,1286.681152,41.61184615
GRUPO HERDEZ S.A.B DE C.V.,GPO. HERDEZ,4Q2017,2017,4,27846.019,3220.961,3123.141,7381.081,814.0949707,5542.707,1846.209,1484.8,146.7489929,3406.060059,5565.077148,130.1759949,6130,2922.260986,4750.982422,1344.922363,43.06393443
GRUPO INDUSTRIAL SALTILLO,GPO. INDUSTRIAL SALTILLO,1Q2010,2010,1,11342.385,1015.389,2003.622,3728.437,164.1100006,4822.33,1084.793,1429.57,NA,1763.623047,2358.606934,69.30200195,3728.437012,2083.809082,2194.496826,430.8737793,8.283023256
GRUPO INDUSTRIAL SALTILLO,GPO. INDUSTRIAL SALTILLO,2Q2010,2010,2,12440.69,1065.129,2339.511,3702.43,246.246994,4818.563,1218.115,1795.671,NA,1920.010986,2581.469971,64.74900055,3702.429932,2392.87207,2335.2229,415.2119141,10.35385965
GRUPO INDUSTRIAL SALTILLO,GPO. INDUSTRIAL SALTILLO,3Q2010,2010,3,12407.868,1116.714,2440.366,3498.033,226.7050018,4618.167,1260.454,1721.445,55.99900055,2267.638916,2822.233887,79.58999634,3498.032959,2646.714844,2595.528809,327.8898926,10.36338983
GRUPO INDUSTRIAL SALTILLO,GPO. INDUSTRIAL SALTILLO,4Q2010,2010,4,12439.13,1058.221,2578.585,3447.302,380.5039978,4517.499,1368.846,1825.768,98.70300293,2515.5979,3304.256104,65.59700012,3447.302002,3084.669922,2923.752197,408.1542969,13.19419355
