Empresa,Nombre_Corto,Fecha,Anio,Trimestre,Activos,Inventarios,Pasivo_Circulante,PasivoLP,UOAD,PPE,CPP,Efectivo,GC,CBV,Ventas,IGR,Deuda,CPC,GO,GVGA,Precio_Acciones
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,1Q2012,2012,1,7766.966,5.423,2177.781,2462.486,140.3939972,1115.566,541.841,1074.999,5.997000217,1054.464966,1365.240967,88.6230011,2271.403076,1779.875977,1224.846924,170.381958,6.12
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,2Q2012,2012,2,7841.798,5.895,2288.82,2464.049,149.4830017,1134.139,831.222,854.705,53.22399902,1281.713989,1638.04895,51.9109993,2273.789063,2124.583984,1488.565918,206.8519287,6.6
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,3Q2012,2012,3,8390.63,6.768,3265.1,1980.731,181.6329956,1117.739,1059.673,555.138,34.99399948,1201.482056,1533.171021,50.03900146,1796.487061,2844.445068,1351.538086,150.0560303,6.545
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,4Q2012,2012,4,8241.466,6.308,3457.561,1649.865,150.1119995,1025.284,999.068,648.835,50.31600189,1738.503052,2178.879883,71.39900208,1340.901978,2303.227051,2028.767822,290.2647705,6.948461538
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,1Q2013,2013,1,8792.513,7.899,4180.687,1417.251,149.4880066,1007.963,926.237,560.907,48.74499893,1334.526001,1651.366943,50.61299896,868.2709961,2599.350098,1501.878906,167.3529053,8.702857143
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,2Q2013,2013,2,7249.173,13.518,3300.178,735.062,314.2919922,982.795,774.877,723.972,10.98999977,1364.473022,1704.719971,56.67100143,177.8309937,2190.498047,1390.427979,25.95495605,8.606206897
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,3Q2013,2013,3,7706.751,13.561,2688.761,1833.183,36.85300064,990.32,970.098,760.758,-59.73500061,1327.020996,1479.064941,30.04000092,1276.228027,2389.672119,1442.211914,115.190918,8.801304348
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,4Q2013,2013,4,6941.173,14.551,2108.754,1562.318,197.8269958,1031.832,869.282,783.699,0,2000.988037,2415.533936,47.62799835,1187.930054,2340.156982,2217.707031,216.7189941,9.173333333
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,1Q2014,2014,1,7143.5,15.063,2290.192,1571.895,60.34400177,1007.883,951.84,626.108,20.71100044,1269.641968,1482.015991,27.62100029,1160.028931,2646.665039,1421.671997,152.0300293,8.777142857
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,2Q2014,2014,2,7624.344,16.077,2788.173,1563.348,77.45800018,959.768,937.796,1203.287,26.00300026,1290.321045,1532.805054,30.24799919,1156.225952,2561.906006,1455.347046,165.026001,9.005
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,3Q2014,2014,3,8046.68,16.122,3282.659,1545.645,67.88999939,1047.238,1195.036,1162.485,133.7449951,1164.579956,1415.739014,27.86800003,1123.874023,2814.769043,1347.848999,183.269043,9.066666667
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,4Q2014,2014,4,7946.777,15.292,2872.537,1856.103,116.2929993,1144.472,1014.66,1108.194,165.3800049,1641.880981,1930.240967,43.24200058,1413.630981,2722.155029,1813.947998,172.0670166,9.373333333
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,1Q2015,2015,1,9163.521,15.533,3988.376,1896.034,128.4219971,1223.584,963.185,1918.028,166.9629974,1346.027954,1620.56897,35.75299835,1413.56897,2745.541016,1492.146973,146.1190186,10.73733333
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,2Q2015,2015,2,9291.736,14.517,3921.107,2053.294,96.57700348,1383.797,1082.348,1715.646,210.2819977,1505.793945,1804.906982,33.92300034,1583.144043,2748.396973,1708.329956,202.5360107,13.62928571
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,3Q2015,2015,3,10124.182,13.986,4540.844,2155.841,205.4689941,1663.05,1303.982,1503.321,328.5539856,1367.026978,1736.354004,39.2159996,1722.286987,2735.48999,1530.88501,163.8580322,12.165
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,4Q2015,2015,4,10082.038,16.56,4350.381,1977.639,263.1870117,1654.098,1080.226,2101.161,227.5939941,3025.725098,3731.949951,36.79299927,1713.534058,2859.441162,3468.762939,443.0378418,12.167
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,1Q2016,2016,1,12203.163,18.699,6414.681,1898.291,239.5119934,1650.002,1435.639,3220.748,21.0529995,1871.228027,2373.993896,52.5019989,1635.671021,3343.306152,2134.481934,263.2539063,12.93846154
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,2Q2016,2016,2,11792.85,19.984,5794.673,1894.13,256.0969849,1554.811,1371.351,2895.726,-50.50600052,1584.527954,2120.841064,52.37099838,1625.537964,4251.675781,1864.744141,280.2161865,14.83285714
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,3Q2016,2016,3,11900.28,20.32,6017.298,1819.303,153.9060059,1770.942,1620.594,2102.705,87.94300079,1411.655029,1745.728027,61.39400101,1539.630005,3103.570068,1591.822021,180.1669922,15.0885
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,4Q2016,2016,4,11478.71,19.001,5720.953,1787.739,270.881012,1493.818,1250.34,3176.39,79.81800079,3047.488037,3620.704102,84.38200378,1534.011963,3201.968994,3349.822998,302.3349609,15.85291667
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,1Q2017,2017,1,12094.334,18.578,6510.763,1615.321,250.371994,1463.118,1122.336,4490.354,3.16899991,1657.469971,2231.657959,69.55599976,1362.093018,2174.581055,1981.286011,323.81604,15.83277778
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,2Q2017,2017,2,12397.237,18.755,6742.701,1597.02,257.1029968,1446.644,1039.779,4546.394,28.44799995,1258.560059,1768.535034,57.28300095,1341.867065,2405.062012,1511.432007,252.8719482,16.46451613
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,3Q2017,2017,3,12817.256,20.365,7519.648,1450.091,216.2409973,1445.013,1358.91,3919.925,42.7140007,1156.949951,1617.394043,32.61899948,1188.786987,2508.411133,1401.153076,244.203125,17.361875
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,4Q2017,2017,4,11662.406,21.089,5307.205,2512.47,278.243988,1367.436,1214.237,4323.742,76.65299988,3714.534912,4336.63623,72.4240036,2181.187988,2002.378052,4058.392334,343.8574219,17.9845
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,1Q2010,2010,1,10585.641,678.128,517.749,0,499.928009,7022.166,244.434,1186.525,288.9819946,1026.484009,1607.525024,0.210999995,0,1458.720947,1107.597046,81.11303711,32.77611111
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,2Q2010,2010,2,10620.292,657.192,601.482,0,610.4790039,7225.495,202.429,913.399,313.6040039,1100.615967,1815.17395,0.111000001,0,1589.967041,1204.694946,104.0789795,30.62711538
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,3Q2010,2010,3,11098.663,741.004,661.145,0,583.8569946,7409.794,198.904,1048.813,289.4809875,1107.687012,1781.397949,0.126000002,0,1677.609009,1197.541016,89.85400391,29.916
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,4Q2010,2010,4,12022.956,799.512,849.963,9.878,478.8880005,7656.591,331.248,1518.767,442.6279907,1337.208984,1939.468994,0.307000011,9.878000259,1564.895996,1460.581055,123.3720703,30.0888
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,1Q2011,2011,1,12354.875,875.443,733.239,11.257,621.3070068,7678.177,301.558,1788.79,161.4600067,1223.692017,1935.781982,0.215000004,11.25699997,1708.79895,1314.474976,90.78295898,29.76215686
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,2Q2011,2011,2,11651.473,911.15,840.143,12.813,495.8649902,7690.967,281.761,957.923,169.0749969,1416.715942,2013.21106,0.42899999,12.81299973,1815.036987,1517.346069,100.630127,29.17604167
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,3Q2011,2011,3,11965.89,978.024,755.73,13.025,570.5499878,7680.178,264.899,1175.207,136.0709991,1340.874023,2038.656982,0.405000001,13.02499962,1877.842041,1468.106934,127.2329102,28.24487179
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,4Q2011,2011,4,12568.958,822.734,911.295,15.398,587.6380005,7688.209,360.313,1759.64,218.4190063,1486.784058,2238.787109,0.495000005,15.39799976,1767.550049,1651.14917,164.3651123,28.98761905
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,1Q2012,2012,1,11924.891,733.441,921.734,1198.503,718.6500244,6987.64,351.178,1856.064,84.02899933,1391.109985,2206.345947,0.103,15.39799976,1809.484009,1487.695923,96.5859375,30.40642857
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,2Q2012,2012,2,11448.915,731.633,968.442,1196.258,749.539978,6888.611,397.465,1391.627,55.86100006,1440.593018,2316.562012,1.294999957,16.86499977,1862.5,1567.021973,126.4289551,30.20263158
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,3Q2012,2012,3,11926.692,753.139,919.947,1168.153,757.039978,6783.159,320.433,1980.783,46.07899857,1424.33606,2297.458008,0.70599997,19.10099983,1818.521973,1540.417969,116.0819092,30.123
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,4Q2012,2012,4,10769.443,792.734,857.57,1400.805,598.8579712,6592.974,415.376,915.251,63.2480011,1408.984985,2279.048096,0.419999987,16.30599976,1808.570068,1680.190186,271.2052002,30.63170732
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,1Q2013,2013,1,10987.847,823.553,700.757,1362.908,557.2750244,6517.703,329.727,1067.55,48.12099838,1233.369019,1897.524048,0.298000008,16.30599976,1877.342041,1340.249023,106.8800049,37.64425532
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,2Q2013,2013,2,10480.984,793.624,668.596,1355.733,585.5830078,6474.005,282.888,636.682,87.63500214,1352.39502,2054.528076,0.936999977,16.8560009,1882.265991,1468.945068,116.5500488,39.595
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,3Q2013,2013,3,10933.532,901.643,728.675,1347.167,568.0130005,6476.134,315.975,1122.296,122.5930023,1295.385986,1966.52002,0.105999999,19.32699966,1861.748047,1398.50708,103.1210938,40.08045455
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,4Q2013,2013,4,10349.993,783.361,780.219,1358.857,432.5419922,6393.696,351.222,852.321,53.70299911,1454.270996,2040.21106,2.082000017,11.55900002,1695.578979,1607.669067,153.3980713,39.41065217
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,1Q2014,2014,1,10794.12,793.807,763.63,1355.138,647.7949829,6321.147,316.226,1253.745,48.1780014,1372.878052,2114.101074,0.456,12.00800037,1858.751953,1466.306152,93.42810059,38.27324324
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,2Q2014,2014,2,10449.409,812.127,782.939,1362.077,730.7030029,6252.3,328.877,1003.279,67.56800079,1413.139038,2235.947021,1.610000014,10.21700001,1852.479004,1505.244019,92.10498047,40.62775
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,3Q2014,2014,3,10977.922,740.024,839.959,1355.243,683.3670044,6216.509,307.833,1743.2,83.04199982,1488.812012,2319.610107,0.375999987,12.53100014,1839.541992,1636.243164,147.4311523,45.18621622
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,4Q2014,2014,4,10802.684,746.887,1062.946,1262.613,748.5280151,6242.407,402.863,1773.24,157.3939972,1587.904053,2516.7229,0.906000018,5.934000015,1599.112915,1768.194824,180.2907715,45.77933333
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,1Q2015,2015,1,11255.604,720.571,895.211,1191.775,981.4390259,6173.658,331.541,2135.951,61.7179985,1589.099976,2676.430908,0.693000019,8.244999886,1862.511108,1694.991943,105.8919678,45.57217391
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,2Q2015,2015,2,11095.19,709.169,935.244,1185.86,987.5479736,6176.58,314.978,2019.317,124.2549973,1609.147949,2740.802979,0.60799998,12.02400017,1790.468994,1753.255005,144.1070557,49.19441176
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,3Q2015,2015,3,11952.286,720.808,1004.313,1209.087,1054.823975,6245.817,362.26,2943.068,211.8990021,1641.859009,2835.768066,0.675000012,19.88100052,1680.290039,1780.944092,139.085083,53.9888
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,4Q2015,2015,4,12018.365,759.756,1287.896,1154.465,991.9730225,6505.573,443.744,2971.681,382.7380066,1584.600952,2773.306885,0.976999998,19.31900024,1414.428101,1781.333862,196.7329102,53.31121212
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,1Q2016,2016,1,12639.646,683.184,979.383,1186.611,1227.167969,6647.212,332.319,3378.6,276.0920105,1494.930054,2847.923096,0.550000012,19.96699905,1601.366089,1620.755127,125.8250732,54.4052381
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,2Q2016,2016,2,12567.884,662.185,1093.24,1196.511,1471.687988,6889.876,373.774,3166.104,369.67099,1617.848999,3234.540039,1.026000023,23.05900002,1535.036011,1762.852051,145.0030518,57.6196
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,3Q2016,2016,3,13616.888,711.771,1158.151,1171.802,1364.411987,7124.816,334.404,3950.126,361.3989868,1584.854004,3114.700928,0.748000026,23.95499992,1518.425903,1750.28894,165.4349365,59.03658537
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,4Q2016,2016,4,12871.111,805.475,1755.903,1000.227,1347.593994,7099.466,545.814,3278.323,272.6870117,1707.222046,3389.861084,0.865999997,19.16799927,1382.283936,2042.26709,335.0450439,59.18621622
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,1Q2017,2017,1,13591.895,803.278,1284.791,1065.506,1656.43396,7043.788,492.432,3804.558,92.49700165,1937.605957,3713.186035,0.808000028,19.56500053,1598.547974,2056.751953,119.1459961,59.91333333
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,2Q2017,2017,2,12026.925,719.866,1182.351,1007.579,1703.272949,6993.889,393.082,2394.412,121.314003,2000.272949,3831.794922,2.444999933,19.56500053,1561.433105,2128.521973,128.2490234,67.295
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,3Q2017,2017,3,12222.75,798.793,1057.338,1007.054,1615.678955,6992.619,438.739,2591.604,146.3509979,1819.087036,3575.570068,0.952000022,21.21800041,1400.68396,1959.891113,140.8040771,71.9016
"CORPORACION MOCTEZUMA, S.A. B. DE C.V.",CORP. MOCTEZUMA,4Q2017,2017,4,13062.582,913.894,1748.75,902.462,1486.156982,7067.731,666.02,3366.585,232.2259979,1739.244019,3514.093994,0.876999974,15.64900017,1213.045044,2027.937012,288.6929932,73.30346939
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,1Q2010,2010,1,7208.602,2327.024,2391.015,0,140.8800049,2462.481,2158.354,741.152,90.99500275,4198.880859,5091.641113,12.58300018,0,67.81100464,4950.76123,751.8803711,106.3383333
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,2Q2010,2010,2,7184.752,2199.907,2277.62,0,167.3809967,2471.697,2036.34,786.441,103.1330032,4242.957031,5210.663086,24.33300018,0,54.66400146,5043.282227,800.3251953,101.8142857
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,3Q2010,2010,3,7390.466,2130.396,2308.003,0,155.7929993,2510.779,2066.428,1099.458,118.7259979,4303.520996,5259.472168,5.525000095,0,85.70999908,5103.679199,800.1582031,104.375
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,4Q2010,2010,4,8336.585,2438.099,3058.555,0,97.35500336,2486.94,2756.059,1588.798,212.8910065,4538.581055,5590.501953,13.71800041,0,67.07099915,5493.146973,954.565918,123.2633333
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,1Q2011,2011,1,8331.201,2405.727,2880.329,0,153.947998,2559.929,2501.279,1600.631,130.7559967,4543.90918,5573.057129,15.16100025,0,100.7210007,5419.109375,875.2001953,145.7692308
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,2Q2011,2011,2,8205.71,2331.72,2621.427,0,197.1349945,2560.75,2365.638,1569.209,129.173996,4708.237793,5807.412109,11.74300003,0,82.06700134,5610.277344,902.0395508,152.8461538
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,3Q2011,2011,3,8946.114,2755.832,3130.806,0,158.1490021,2664.541,2794.714,1675.999,181.3529968,4720.309082,5813.225098,15.19799995,0,112.3779984,5655.076172,934.7670898,162.4975
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,4Q2011,2011,4,9971.482,3628.108,4142.825,0,66.61299896,2750.075,3774.609,1524.791,247.0740051,4903.827148,6043.570801,17.37199974,0,81.42700195,5976.958008,1073.130859,174.3814286
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,1Q2012,2012,1,9500.001,2987.947,3619.554,394.604,287.3800049,2811.614,3129.438,1501.402,141.2610016,5143.272949,6357.667969,18.52499962,0,96.82699585,6070.288086,927.0151367,181.355
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,2Q2012,2012,2,9410.119,2926.595,3335.591,369.258,278.8160095,2998.326,2984.512,1333.041,262.0109863,5212.717773,6433.441895,19.49200058,0,83,6154.625977,941.9082031,206.9733333
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,3Q2012,2012,3,10281.319,3396.922,4007.671,359.135,339.5280151,3195.305,3601.911,1447.733,289.769989,5307.533203,6587.937988,21.35499954,0,116.5569992,6248.410156,940.8769531,211.7298276
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,4Q2012,2012,4,11837.022,4451.953,5239.685,395.953,306.8760071,3287.722,4766.628,1659.769,279.0690002,5646.757813,7003.691895,22.51000023,0,155.3540039,6696.815918,1050.058105,206.9282692
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,1Q2013,2013,1,11198.844,3728.572,4346.067,395.204,329.1610107,3506.814,3923.731,1533.135,304.2139893,5775.592773,7140.278809,21.95599937,0,139.2960052,6811.117676,1035.524902,218.73
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,2Q2013,2013,2,10850.743,3476.632,3952.325,384.85,287.6099854,3640.63,3497.882,1308.825,246.6329956,5798.875977,7149.00293,24.24699974,0,86.36199951,6861.393066,1062.51709,229.8842308
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,3Q2013,2013,3,11441.782,4043.749,4321.943,378.48,314.9930115,3879.502,3866.129,1052.29,362.026001,5739.199219,7134.684082,24.09799957,0,104.9800034,6819.690918,1080.491699,227.8713889
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,4Q2013,2013,4,13205.192,5227.126,5777.369,313.246,343.4049988,4207.906,5272.877,1173.01,500.9970093,6045.658203,7531.233887,25.71699905,0,117.6569977,7187.829102,1142.170898,226.9453659
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,1Q2014,2014,1,12207.949,4064.473,4674.305,277.252,364.5559998,4347.318,3932.9,1155.994,291.0270081,6348.262207,7805.400879,30.19799995,0,125.3429947,7440.844727,1092.58252,228.87225
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,2Q2014,2014,2,12120.141,3852.72,4375.98,253.51,388.2090149,4534.67,3834.499,1157.576,350.9070129,6389.453125,7881.957031,47.2179985,0,97.64500427,7493.748047,1104.294922,235.9502857
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,3Q2014,2014,3,13118.006,4586.145,5140.106,258.302,405.2130127,4705.624,4577.472,1033.902,358.072998,6365.521973,7890.37793,45.15299988,0,78.67199707,7485.165039,1119.643066,247.0008108
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,4Q2014,2014,4,14613.746,6030.141,6314.22,275.236,442.5660095,4403.163,5691.435,859.844,335.9110107,6779.542969,8454.853516,47.26100159,0,89.15700531,8012.287598,1232.744629,238.213125
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,1Q2015,2015,1,13376.944,4727.279,4983.392,258.647,389.980011,4498.134,4009.921,807.696,260.1749878,7051.439941,8705.400391,48.17499924,0,101.2969971,8315.419922,1263.97998,225.95
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,2Q2015,2015,2,13321.704,4337.945,4729.701,241.891,359.5840149,4562.114,4160.325,987.22,279.9360046,7201.540039,8878.619141,48.03099823,0,117.9679947,8519.035156,1317.495117,240.9702703
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,3Q2015,2015,3,14496.502,5217.636,5688.192,245.348,382.79599,4772.111,5074.667,836.787,383.9840088,7148.520996,8850.908203,36.94800186,0,108.8840027,8468.112305,1319.591309,241.8351852
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,4Q2015,2015,4,16313.176,6106.095,7076.134,276.625,500.881012,5079.031,6341.128,1294.907,472.9719849,7506.504883,9355.075195,36.42399979,0,141.3159943,8854.194336,1347.689453,237.055
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,1Q2016,2016,1,15231.934,5331.778,5790.173,272.269,464.2399902,5121.382,5069.937,855.474,252.1759949,7952.173828,9833.483398,40.04899979,0,204.5559998,9369.243164,1417.069336,228.7813793
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,2Q2016,2016,2,15331.894,5205.305,5782.864,272.696,459.8659973,5159.957,4720.6,946.237,263.5650024,8003.008789,9956.874023,43.20299911,0,247.0869904,9497.007813,1493.999023,219.6
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,3Q2016,2016,3,16292.569,6026.123,6502.931,275.052,450.6029968,5540.956,5568.328,638.369,512.7249756,8125.464844,10077.31836,43.04800034,0,209.628006,9626.71582,1501.250977,215.1871875
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,4Q2016,2016,4,18416.136,6932.771,8125.767,263.297,508.8200073,5863.916,7145.862,1457.482,494.8540039,8660.611328,10704.39746,48.40000153,0,192.677002,10195.57715,1534.96582,219.8139286
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,1Q2017,2017,1,17199.9,5986.438,6753.171,262.773,580.4829712,6020.052,5623.734,842.805,346.5169983,9084.494141,11266.63477,48.54299927,0,311.6229858,10686.15137,1601.657227,223.7707143
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,2Q2017,2017,2,17391.027,6032.081,6614.662,265.11,581.5289917,6120.234,5661.397,793.162,391.7479858,9265.683594,11567.33105,57.04299927,0,313.0499878,10985.80176,1720.118164,222.0333333
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,3Q2017,2017,3,18840.149,7021.629,7758.854,266.187,566.2069702,6321.826,6533.9,842.965,119.4000015,9300.59082,11601.78418,52.6590004,0,408.5610046,11035.57715,1734.986328,219.2985
"CORPORATIVO FRAGUA, S.A. B. DE C.V.",CORP. FRAGUA,4Q2017,2017,4,21324.173,8475.143,9923.403,245.756,641.0969849,6164.738,8542.042,1617.656,366.7059937,9762.001953,12237.99414,54.74300003,0,345.1409912,11596.89746,1834.895508,236.1323529
